enzyme	compartment	complexes	complex_keff	reactions	direction	enzyme_keff	unit	references	notes
enzyme_DPAMCHR1ERx_rev	pc	cplx_COMPLEX_CYB5R3_B5A_pc;cplx_COMPLEX_CYB5R3_B5B_pc;cplx_MONOMER_CYB5R3_pc	0;0;0	DPAMCHR1ERx	reverse	0	1 / hr
enzyme_DPAMQ1ERx_L	pc	cplx_COMPLEX_CYB5R3_B5A_pc;cplx_COMPLEX_CYB5R3_B5B_pc;cplx_MONOMER_CYB5R3_pc	234000;234000;234000	DPAMQ1ERx_L	forward	234000	1 / hr
enzyme_DPAMQ1ERx_L_rev	pc	cplx_COMPLEX_CYB5R3_B5A_pc;cplx_COMPLEX_CYB5R3_B5B_pc;cplx_MONOMER_CYB5R3_pc	0;0;0	DPAMQ1ERx_L	reverse	0	1 / hr
enzyme_DPCHR1ERx_L	pc	cplx_COMPLEX_CYB5R3_B5A_pc;cplx_COMPLEX_CYB5R3_B5B_pc;cplx_MONOMER_CYB5R3_pc	234000;234000;234000	DPCHR1ERx_L	forward	234000	1 / hr
enzyme_DPCHR1ERx_L_rev	pc	cplx_COMPLEX_CYB5R3_B5A_pc;cplx_COMPLEX_CYB5R3_B5B_pc;cplx_MONOMER_CYB5R3_pc	0;0;0	DPCHR1ERx_L	reverse	234000	1 / hr
enzyme_ESTRADIOL23Q1ERx	pc	cplx_COMPLEX_CYB5R3_B5A_pc;cplx_COMPLEX_CYB5R3_B5B_pc;cplx_MONOMER_CYB5R3_pc	234000;234000;234000	ESTRADIOL23Q1ERx	forward	234000	1 / hr
enzyme_ESTRADIOL23Q1ERx_rev	pc	cplx_COMPLEX_CYB5R3_B5A_pc;cplx_COMPLEX_CYB5R3_B5B_pc;cplx_MONOMER_CYB5R3_pc	0;0;0	ESTRADIOL23Q1ERx	reverse	234000	1 / hr
enzyme_ESTRADIOL34Q1ERx	pc	cplx_COMPLEX_CYB5R3_B5A_pc;cplx_COMPLEX_CYB5R3_B5B_pc;cplx_MONOMER_CYB5R3_pc	234000;234000;234000	ESTRADIOL34Q1ERx	forward	234000	1 / hr
enzyme_ESTRADIOL34Q1ERx_rev	pc	cplx_COMPLEX_CYB5R3_B5A_pc;cplx_COMPLEX_CYB5R3_B5B_pc;cplx_MONOMER_CYB5R3_pc	0;0;0	ESTRADIOL34Q1ERx	reverse	234000	1 / hr
enzyme_ESTRONE23Q1ERx	pc	cplx_COMPLEX_CYB5R3_B5A_pc;cplx_COMPLEX_CYB5R3_B5B_pc;cplx_MONOMER_CYB5R3_pc	234000;234000;234000	ESTRONE23Q1ERx	forward	234000	1 / hr
enzyme_ESTRONE23Q1ERx_rev	pc	cplx_COMPLEX_CYB5R3_B5A_pc;cplx_COMPLEX_CYB5R3_B5B_pc;cplx_MONOMER_CYB5R3_pc	0;0;0	ESTRONE23Q1ERx	reverse	234000	1 / hr
enzyme_ESTRONE34Q1ERx	pc	cplx_COMPLEX_CYB5R3_B5A_pc;cplx_COMPLEX_CYB5R3_B5B_pc;cplx_MONOMER_CYB5R3_pc	234000;234000;234000	ESTRONE34Q1ERx	forward	234000	1 / hr
enzyme_ESTRONE34Q1ERx_rev	pc	cplx_COMPLEX_CYB5R3_B5A_pc;cplx_COMPLEX_CYB5R3_B5B_pc;cplx_MONOMER_CYB5R3_pc	0;0;0	ESTRONE34Q1ERx	reverse	0	1 / hr
enzyme_FCYTOB5OXR	pc	cplx_COMPLEX_CYB5R3_B5A_pc;cplx_COMPLEX_CYB5R3_B5B_pc;cplx_MONOMER_CYB5R3_pc	234000;234000;234000	FCYTOB5OXR	forward	234000	1 / hr
enzyme_FCYTOB5OXR_rev	pc	cplx_COMPLEX_CYB5R3_B5A_pc;cplx_COMPLEX_CYB5R3_B5B_pc;cplx_MONOMER_CYB5R3_pc	0;0;0	FCYTOB5OXR	reverse	234000	1 / hr
enzyme_IND56Q1ERx	pc	cplx_COMPLEX_CYB5R3_B5A_pc;cplx_COMPLEX_CYB5R3_B5B_pc;cplx_MONOMER_CYB5R3_pc	234000;234000;234000	IND56Q1ERx	forward	234000	1 / hr
enzyme_IND56Q1ERx_rev	pc	cplx_COMPLEX_CYB5R3_B5A_pc;cplx_COMPLEX_CYB5R3_B5B_pc;cplx_MONOMER_CYB5R3_pc	0;0;0	IND56Q1ERx	reverse	234000	1 / hr
enzyme_NRPPHRCHR1ERx	pc	cplx_COMPLEX_CYB5R3_B5A_pc;cplx_COMPLEX_CYB5R3_B5B_pc;cplx_MONOMER_CYB5R3_pc	234000;234000;234000	NRPPHRCHR1ERx	forward	234000	1 / hr
enzyme_NRPPHRCHR1ERx_rev	pc	cplx_COMPLEX_CYB5R3_B5A_pc;cplx_COMPLEX_CYB5R3_B5B_pc;cplx_MONOMER_CYB5R3_pc	0;0;0	NRPPHRCHR1ERx	reverse	234000	1 / hr
enzyme_NRPPHRQ1ERx_L	pc	cplx_COMPLEX_CYB5R3_B5A_pc;cplx_COMPLEX_CYB5R3_B5B_pc;cplx_MONOMER_CYB5R3_pc	234000;234000;234000	NRPPHRQ1ERx_L	forward	234000	1 / hr
enzyme_NRPPHRQ1ERx_L_rev	pc	cplx_COMPLEX_CYB5R3_B5A_pc;cplx_COMPLEX_CYB5R3_B5B_pc;cplx_MONOMER_CYB5R3_pc	0;0;0	NRPPHRQ1ERx_L	reverse	234000	1 / hr
enzyme_CYTBFADSD5_20_8Z11Z14Z	pc	cplx_COMPLEX_FADS1_CYB5A_pc;cplx_COMPLEX_FADS1_CYB5B_pc	234000;234000	CYTBFADSD5_20_8Z11Z14Z	forward	234000	1 / hr
enzyme_CYTBFADSD5_20_8Z11Z14Z17Z	pc	cplx_COMPLEX_FADS1_CYB5A_pc;cplx_COMPLEX_FADS1_CYB5B_pc	234000;234000	CYTBFADSD5_20_8Z11Z14Z17Z	forward	234000	1 / hr
enzyme_CYTBFADSD5_20_8Z11Z14Z17Z_rev	pc	cplx_COMPLEX_FADS1_CYB5A_pc;cplx_COMPLEX_FADS1_CYB5B_pc	0;0	CYTBFADSD5_20_8Z11Z14Z17Z	reverse	234000	1 / hr
enzyme_CYTBFADSD5_20_8Z11Z14Z_rev	pc	cplx_COMPLEX_FADS1_CYB5A_pc;cplx_COMPLEX_FADS1_CYB5B_pc	0;0	CYTBFADSD5_20_8Z11Z14Z	reverse	234000	1 / hr
enzyme_CYTBFADSD6_18_9Z	pc	cplx_COMPLEX_FADS2_CYB5A_pc;cplx_COMPLEX_FADS2_CYB5B_pc	234000;234000	CYTBFADSD6_18_9Z	forward	234000	1 / hr
enzyme_CYTBFADSD6_18_9Z12Z	pc	cplx_COMPLEX_FADS2_CYB5A_pc;cplx_COMPLEX_FADS2_CYB5B_pc	234000;234000	CYTBFADSD6_18_9Z12Z	forward	234000	1 / hr
enzyme_CYTBFADSD6_18_9Z12Z15Z	pc	cplx_COMPLEX_FADS2_CYB5A_pc;cplx_COMPLEX_FADS2_CYB5B_pc	234000;234000	CYTBFADSD6_18_9Z12Z15Z	forward	234000	1 / hr
enzyme_CYTBFADSD6_18_9Z12Z15Z_rev	pc	cplx_COMPLEX_FADS2_CYB5A_pc;cplx_COMPLEX_FADS2_CYB5B_pc	0;0	CYTBFADSD6_18_9Z12Z15Z	reverse	234000	1 / hr
enzyme_CYTBFADSD6_18_9Z12Z_rev	pc	cplx_COMPLEX_FADS2_CYB5A_pc;cplx_COMPLEX_FADS2_CYB5B_pc	0;0	CYTBFADSD6_18_9Z12Z	reverse	234000	1 / hr
enzyme_CYTBFADSD6_18_9Z_rev	pc	cplx_COMPLEX_FADS2_CYB5A_pc;cplx_COMPLEX_FADS2_CYB5B_pc	0;0	CYTBFADSD6_18_9Z	reverse	234000	1 / hr
enzyme_CYTBFADSD6_20_11Z14Z	pc	cplx_COMPLEX_FADS2_CYB5A_pc;cplx_COMPLEX_FADS2_CYB5B_pc	234000;234000	CYTBFADSD6_20_11Z14Z	forward	234000	1 / hr
enzyme_CYTBFADSD6_20_11Z14Z17Z	pc	cplx_COMPLEX_FADS2_CYB5A_pc;cplx_COMPLEX_FADS2_CYB5B_pc	234000;234000	CYTBFADSD6_20_11Z14Z17Z	forward	234000	1 / hr
enzyme_CYTBFADSD6_20_11Z14Z17Z_rev	pc	cplx_COMPLEX_FADS2_CYB5A_pc;cplx_COMPLEX_FADS2_CYB5B_pc	0;0	CYTBFADSD6_20_11Z14Z17Z	reverse	234000	1 / hr
enzyme_CYTBFADSD6_20_11Z14Z_rev	pc	cplx_COMPLEX_FADS2_CYB5A_pc;cplx_COMPLEX_FADS2_CYB5B_pc	0;0	CYTBFADSD6_20_11Z14Z	reverse	234000	1 / hr
enzyme_CCLMETHBH	pc	cplx_COMPLEX_HBA_CYB5A_pc;cplx_COMPLEX_HBB_CYB5A_pc;cplx_COMPLEX_HBD_CYB5A_pc;cplx_COMPLEX_HBE1_CYB5A_pc;cplx_COMPLEX_HBG1_CYB5A_pc;cplx_COMPLEX_HBG2_CYB5A_pc;cplx_COMPLEX_HBM_CYB5A_pc;cplx_COMPLEX_HBQ1_CYB5A_pc;cplx_COMPLEX_HBZ_CYB5A_pc;cplx_COMPLEX_HBA_CYB5B_pc;cplx_COMPLEX_HBB_CYB5B_pc;cplx_COMPLEX_HBD_CYB5B_pc;cplx_COMPLEX_HBE1_CYB5B_pc;cplx_COMPLEX_HBG1_CYB5B_pc;cplx_COMPLEX_HBG2_CYB5B_pc;cplx_COMPLEX_HBM_CYB5B_pc;cplx_COMPLEX_HBQ1_CYB5B_pc;cplx_COMPLEX_HBZ_CYB5B_pc;cplx_MONOMER_HBA_pc;cplx_MONOMER_HBB_pc;cplx_MONOMER_HBD_pc;cplx_MONOMER_HBE1_pc;cplx_MONOMER_HBG1_pc;cplx_MONOMER_HBG2_pc;cplx_MONOMER_HBM_pc;cplx_MONOMER_HBQ1_pc;cplx_MONOMER_HBZ_pc	234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000	CCLMETHBH	forward	234000	1 / hr
enzyme_CCLMETHBH_rev	pc	cplx_COMPLEX_HBA_CYB5A_pc;cplx_COMPLEX_HBB_CYB5A_pc;cplx_COMPLEX_HBD_CYB5A_pc;cplx_COMPLEX_HBE1_CYB5A_pc;cplx_COMPLEX_HBG1_CYB5A_pc;cplx_COMPLEX_HBG2_CYB5A_pc;cplx_COMPLEX_HBM_CYB5A_pc;cplx_COMPLEX_HBQ1_CYB5A_pc;cplx_COMPLEX_HBZ_CYB5A_pc;cplx_COMPLEX_HBA_CYB5B_pc;cplx_COMPLEX_HBB_CYB5B_pc;cplx_COMPLEX_HBD_CYB5B_pc;cplx_COMPLEX_HBE1_CYB5B_pc;cplx_COMPLEX_HBG1_CYB5B_pc;cplx_COMPLEX_HBG2_CYB5B_pc;cplx_COMPLEX_HBM_CYB5B_pc;cplx_COMPLEX_HBQ1_CYB5B_pc;cplx_COMPLEX_HBZ_CYB5B_pc;cplx_MONOMER_HBA_pc;cplx_MONOMER_HBB_pc;cplx_MONOMER_HBD_pc;cplx_MONOMER_HBE1_pc;cplx_MONOMER_HBG1_pc;cplx_MONOMER_HBG2_pc;cplx_MONOMER_HBM_pc;cplx_MONOMER_HBQ1_pc;cplx_MONOMER_HBZ_pc	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	CCLMETHBH	reverse	234000	1 / hr
enzyme_GLOBINRCCL	pc	cplx_COMPLEX_HBA_CYB5A_pc;cplx_COMPLEX_HBB_CYB5A_pc;cplx_COMPLEX_HBD_CYB5A_pc;cplx_COMPLEX_HBE1_CYB5A_pc;cplx_COMPLEX_HBG1_CYB5A_pc;cplx_COMPLEX_HBG2_CYB5A_pc;cplx_COMPLEX_HBM_CYB5A_pc;cplx_COMPLEX_HBQ1_CYB5A_pc;cplx_COMPLEX_HBZ_CYB5A_pc;cplx_COMPLEX_HBA_CYB5B_pc;cplx_COMPLEX_HBB_CYB5B_pc;cplx_COMPLEX_HBD_CYB5B_pc;cplx_COMPLEX_HBE1_CYB5B_pc;cplx_COMPLEX_HBG1_CYB5B_pc;cplx_COMPLEX_HBG2_CYB5B_pc;cplx_COMPLEX_HBM_CYB5B_pc;cplx_COMPLEX_HBQ1_CYB5B_pc;cplx_COMPLEX_HBZ_CYB5B_pc;cplx_MONOMER_HBA_pc;cplx_MONOMER_HBB_pc;cplx_MONOMER_HBD_pc;cplx_MONOMER_HBE1_pc;cplx_MONOMER_HBG1_pc;cplx_MONOMER_HBG2_pc;cplx_MONOMER_HBM_pc;cplx_MONOMER_HBQ1_pc;cplx_MONOMER_HBZ_pc	234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000	GLOBINRCCL	forward	234000	1 / hr
enzyme_GLOBINRCCL_rev	pc	cplx_COMPLEX_HBA_CYB5A_pc;cplx_COMPLEX_HBB_CYB5A_pc;cplx_COMPLEX_HBD_CYB5A_pc;cplx_COMPLEX_HBE1_CYB5A_pc;cplx_COMPLEX_HBG1_CYB5A_pc;cplx_COMPLEX_HBG2_CYB5A_pc;cplx_COMPLEX_HBM_CYB5A_pc;cplx_COMPLEX_HBQ1_CYB5A_pc;cplx_COMPLEX_HBZ_CYB5A_pc;cplx_COMPLEX_HBA_CYB5B_pc;cplx_COMPLEX_HBB_CYB5B_pc;cplx_COMPLEX_HBD_CYB5B_pc;cplx_COMPLEX_HBE1_CYB5B_pc;cplx_COMPLEX_HBG1_CYB5B_pc;cplx_COMPLEX_HBG2_CYB5B_pc;cplx_COMPLEX_HBM_CYB5B_pc;cplx_COMPLEX_HBQ1_CYB5B_pc;cplx_COMPLEX_HBZ_CYB5B_pc;cplx_MONOMER_HBA_pc;cplx_MONOMER_HBB_pc;cplx_MONOMER_HBD_pc;cplx_MONOMER_HBE1_pc;cplx_MONOMER_HBG1_pc;cplx_MONOMER_HBG2_pc;cplx_MONOMER_HBM_pc;cplx_MONOMER_HBQ1_pc;cplx_MONOMER_HBZ_pc	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	GLOBINRCCL	reverse	234000	1 / hr
enzyme_HB23DPGB	pc	cplx_COMPLEX_HBA_CYB5A_pc;cplx_COMPLEX_HBB_CYB5A_pc;cplx_COMPLEX_HBD_CYB5A_pc;cplx_COMPLEX_HBE1_CYB5A_pc;cplx_COMPLEX_HBG1_CYB5A_pc;cplx_COMPLEX_HBG2_CYB5A_pc;cplx_COMPLEX_HBM_CYB5A_pc;cplx_COMPLEX_HBQ1_CYB5A_pc;cplx_COMPLEX_HBZ_CYB5A_pc;cplx_COMPLEX_HBA_CYB5B_pc;cplx_COMPLEX_HBB_CYB5B_pc;cplx_COMPLEX_HBD_CYB5B_pc;cplx_COMPLEX_HBE1_CYB5B_pc;cplx_COMPLEX_HBG1_CYB5B_pc;cplx_COMPLEX_HBG2_CYB5B_pc;cplx_COMPLEX_HBM_CYB5B_pc;cplx_COMPLEX_HBQ1_CYB5B_pc;cplx_COMPLEX_HBZ_CYB5B_pc;cplx_MONOMER_HBA_pc;cplx_MONOMER_HBB_pc;cplx_MONOMER_HBD_pc;cplx_MONOMER_HBE1_pc;cplx_MONOMER_HBG1_pc;cplx_MONOMER_HBG2_pc;cplx_MONOMER_HBM_pc;cplx_MONOMER_HBQ1_pc;cplx_MONOMER_HBZ_pc	234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000	HB23DPGB	forward	234000	1 / hr
enzyme_HB23DPGB_rev	pc	cplx_COMPLEX_HBA_CYB5A_pc;cplx_COMPLEX_HBB_CYB5A_pc;cplx_COMPLEX_HBD_CYB5A_pc;cplx_COMPLEX_HBE1_CYB5A_pc;cplx_COMPLEX_HBG1_CYB5A_pc;cplx_COMPLEX_HBG2_CYB5A_pc;cplx_COMPLEX_HBM_CYB5A_pc;cplx_COMPLEX_HBQ1_CYB5A_pc;cplx_COMPLEX_HBZ_CYB5A_pc;cplx_COMPLEX_HBA_CYB5B_pc;cplx_COMPLEX_HBB_CYB5B_pc;cplx_COMPLEX_HBD_CYB5B_pc;cplx_COMPLEX_HBE1_CYB5B_pc;cplx_COMPLEX_HBG1_CYB5B_pc;cplx_COMPLEX_HBG2_CYB5B_pc;cplx_COMPLEX_HBM_CYB5B_pc;cplx_COMPLEX_HBQ1_CYB5B_pc;cplx_COMPLEX_HBZ_CYB5B_pc;cplx_MONOMER_HBA_pc;cplx_MONOMER_HBB_pc;cplx_MONOMER_HBD_pc;cplx_MONOMER_HBE1_pc;cplx_MONOMER_HBG1_pc;cplx_MONOMER_HBG2_pc;cplx_MONOMER_HBM_pc;cplx_MONOMER_HBQ1_pc;cplx_MONOMER_HBZ_pc	234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000	HB23DPGB	reverse	234000	1 / hr
enzyme_HBCOB	pc	cplx_COMPLEX_HBA_CYB5A_pc;cplx_COMPLEX_HBB_CYB5A_pc;cplx_COMPLEX_HBD_CYB5A_pc;cplx_COMPLEX_HBE1_CYB5A_pc;cplx_COMPLEX_HBG1_CYB5A_pc;cplx_COMPLEX_HBG2_CYB5A_pc;cplx_COMPLEX_HBM_CYB5A_pc;cplx_COMPLEX_HBQ1_CYB5A_pc;cplx_COMPLEX_HBZ_CYB5A_pc;cplx_COMPLEX_HBA_CYB5B_pc;cplx_COMPLEX_HBB_CYB5B_pc;cplx_COMPLEX_HBD_CYB5B_pc;cplx_COMPLEX_HBE1_CYB5B_pc;cplx_COMPLEX_HBG1_CYB5B_pc;cplx_COMPLEX_HBG2_CYB5B_pc;cplx_COMPLEX_HBM_CYB5B_pc;cplx_COMPLEX_HBQ1_CYB5B_pc;cplx_COMPLEX_HBZ_CYB5B_pc;cplx_MONOMER_HBA_pc;cplx_MONOMER_HBB_pc;cplx_MONOMER_HBD_pc;cplx_MONOMER_HBE1_pc;cplx_MONOMER_HBG1_pc;cplx_MONOMER_HBG2_pc;cplx_MONOMER_HBM_pc;cplx_MONOMER_HBQ1_pc;cplx_MONOMER_HBZ_pc	234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000	HBCOB	forward	234000	1 / hr
enzyme_HBCOB_rev	pc	cplx_COMPLEX_HBA_CYB5A_pc;cplx_COMPLEX_HBB_CYB5A_pc;cplx_COMPLEX_HBD_CYB5A_pc;cplx_COMPLEX_HBE1_CYB5A_pc;cplx_COMPLEX_HBG1_CYB5A_pc;cplx_COMPLEX_HBG2_CYB5A_pc;cplx_COMPLEX_HBM_CYB5A_pc;cplx_COMPLEX_HBQ1_CYB5A_pc;cplx_COMPLEX_HBZ_CYB5A_pc;cplx_COMPLEX_HBA_CYB5B_pc;cplx_COMPLEX_HBB_CYB5B_pc;cplx_COMPLEX_HBD_CYB5B_pc;cplx_COMPLEX_HBE1_CYB5B_pc;cplx_COMPLEX_HBG1_CYB5B_pc;cplx_COMPLEX_HBG2_CYB5B_pc;cplx_COMPLEX_HBM_CYB5B_pc;cplx_COMPLEX_HBQ1_CYB5B_pc;cplx_COMPLEX_HBZ_CYB5B_pc;cplx_MONOMER_HBA_pc;cplx_MONOMER_HBB_pc;cplx_MONOMER_HBD_pc;cplx_MONOMER_HBE1_pc;cplx_MONOMER_HBG1_pc;cplx_MONOMER_HBG2_pc;cplx_MONOMER_HBM_pc;cplx_MONOMER_HBQ1_pc;cplx_MONOMER_HBZ_pc	0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0	HBCOB	reverse	234000	1 / hr
enzyme_HBFE4OAR	pc	cplx_COMPLEX_HBA_CYB5A_pc;cplx_COMPLEX_HBB_CYB5A_pc;cplx_COMPLEX_HBD_CYB5A_pc;cplx_COMPLEX_HBE1_CYB5A_pc;cplx_COMPLEX_HBG1_CYB5A_pc;cplx_COMPLEX_HBG2_CYB5A_pc;cplx_COMPLEX_HBM_CYB5A_pc;cplx_COMPLEX_HBQ1_CYB5A_pc;cplx_COMPLEX_HBZ_CYB5A_pc;cplx_COMPLEX_HBA_CYB5B_pc;cplx_COMPLEX_HBB_CYB5B_pc;cplx_COMPLEX_HBD_CYB5B_pc;cplx_COMPLEX_HBE1_CYB5B_pc;cplx_COMPLEX_HBG1_CYB5B_pc;cplx_COMPLEX_HBG2_CYB5B_pc;cplx_COMPLEX_HBM_CYB5B_pc;cplx_COMPLEX_HBQ1_CYB5B_pc;cplx_COMPLEX_HBZ_CYB5B_pc;cplx_MONOMER_HBA_pc;cplx_MONOMER_HBB_pc;cplx_MONOMER_HBD_pc;cplx_MONOMER_HBE1_pc;cplx_MONOMER_HBG1_pc;cplx_MONOMER_HBG2_pc;cplx_MONOMER_HBM_pc;cplx_MONOMER_HBQ1_pc;cplx_MONOMER_HBZ_pc	234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000;234000	HBFE4OAR	forward	234000	1 / hr
