enzyme	complex	complex_keff	compartment	reactions	direction
enzyme_FCYTOB5OXR	cplx_COMPLEX_CYB5R3_B5B	145557.08937981148	pc	FCYTOB5OXR	2.0 ficytb5_c + nadh_c --> 2.0 focytb5_c + h_c + nad_c
enzyme_FCYTOB5OXR_rev	cplx_COMPLEX_CYB5R3_B5A	0	pc	FCYTOB5OXR	2.0 ficytb5_c + nadh_c <-- 2.0 focytb5_c + h_c + nad_c
enzyme_FCYTOB5OXR_rev	cplx_COMPLEX_CYB5R3_B5B	0	pc	FCYTOB5OXR	2.0 ficytb5_c + nadh_c <-- 2.0 focytb5_c + h_c + nad_c
enzyme_G6PDH2	cplx_HOMOTETRAMER_G6PD	384084.0422735746	pc	G6PDH2	g6p_c + nadp_c --> 6pgl_c + h_c + nadph_c
enzyme_G6PDH2_rev	cplx_HOMOTETRAMER_G6PD	0	pc	G6PDH2	g6p_c + nadp_c <-- 6pgl_c + h_c + nadph_c
enzyme_GAPD	cplx_HOMOTETRAMER_GAPDH	264624.77963586093	pc	GAPD	g3p_c + nad_c + pi_c --> 13dpg_c + h_c + nadh_c
enzyme_GAPD	cplx_HOMOTETRAMER_GAPDHS	309881.52658683725	pc	GAPD	g3p_c + nad_c + pi_c --> 13dpg_c + h_c + nadh_c
enzyme_GAPD_rev	cplx_HOMOTETRAMER_GAPDH	264624.77963586093	pc	GAPD	g3p_c + nad_c + pi_c <-- 13dpg_c + h_c + nadh_c
enzyme_GAPD_rev	cplx_HOMOTETRAMER_GAPDHS	309881.52658683725	pc	GAPD	g3p_c + nad_c + pi_c <-- 13dpg_c + h_c + nadh_c
enzyme_GLC_Dt	cplx_HOMOTETRAMER_SLC2A1	358700.22926863027	pc	GLC_Dt	glc__D_c --> glc__D_e
enzyme_GLC_Dt	cplx_HOMOTETRAMER_SLC2A14	369746.8103897035	pc	GLC_Dt	glc__D_c --> glc__D_e
enzyme_GLC_Dt	cplx_HOMOTETRAMER_SLC2A2	375489.64215035737	pc	GLC_Dt	glc__D_c --> glc__D_e
enzyme_GLC_Dt	cplx_HOMOTETRAMER_SLC2A3	357876.5442298444	pc	GLC_Dt	glc__D_c --> glc__D_e
enzyme_GLC_Dt	cplx_HOMOTETRAMER_SLC2A4	362158.7208779294	pc	GLC_Dt	glc__D_c --> glc__D_e
enzyme_GLC_Dt_rev	cplx_HOMOTETRAMER_SLC2A1	358700.22926863027	pc	GLC_Dt	glc__D_c <-- glc__D_e
enzyme_GLC_Dt_rev	cplx_HOMOTETRAMER_SLC2A14	369746.8103897035	pc	GLC_Dt	glc__D_c <-- glc__D_e
enzyme_GLC_Dt_rev	cplx_HOMOTETRAMER_SLC2A2	375489.64215035737	pc	GLC_Dt	glc__D_c <-- glc__D_e
enzyme_GLC_Dt_rev	cplx_HOMOTETRAMER_SLC2A3	357876.5442298444	pc	GLC_Dt	glc__D_c <-- glc__D_e
enzyme_GLC_Dt_rev	cplx_HOMOTETRAMER_SLC2A4	362158.7208779294	pc	GLC_Dt	glc__D_c <-- glc__D_e
enzyme_GND	cplx_HOMODIMER_PGD	210466.36431154926	pc	GND	6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c
enzyme_GND_rev	cplx_HOMODIMER_PGD	0	pc	GND	6pgc_c + nadp_c <-- co2_c + nadph_c + ru5p__D_c
enzyme_GTHOy	cplx_HOMODIMER_GSR	206181.98617006696	pc	GTHOy	gthox_c + h_c + nadph_c --> 2.0 gthrd_c + nadp_c
enzyme_GTHOy_rev	cplx_HOMODIMER_GSR	0	pc	GTHOy	gthox_c + h_c + nadph_c <-- 2.0 gthrd_c + nadp_c
enzyme_GTHP	cplx_HOMOTETRAMER_GPX1	182939.63376838225	pc	GTHP	2.0 gthrd_c + h2o2_c --> gthox_c + 2.0 h2o_c
enzyme_GTHP	cplx_MONOMER_GPX4	58959.07469641746	pc	GTHP	2.0 gthrd_c + h2o2_c --> gthox_c + 2.0 h2o_c
enzyme_GTHP_rev	cplx_HOMOTETRAMER_GPX1	0	pc	GTHP	2.0 gthrd_c + h2o2_c <-- gthox_c + 2.0 h2o_c
enzyme_GTHP_rev	cplx_MONOMER_GPX4	0	pc	GTHP	2.0 gthrd_c + h2o2_c <-- gthox_c + 2.0 h2o_c
enzyme_H2Ot	cplx_HOMOTETRAMER_AQP1	221986.1037441626	pc	H2Ot	h2o_c --> h2o_e
enzyme_H2Ot	cplx_HOMOTETRAMER_AQP3	239370.36481530007	pc	H2Ot	h2o_c --> h2o_e
enzyme_H2Ot_rev	cplx_HOMOTETRAMER_AQP1	221986.1037441626	pc	H2Ot	h2o_c <-- h2o_e
enzyme_H2Ot_rev	cplx_HOMOTETRAMER_AQP3	239370.36481530007	pc	H2Ot	h2o_c <-- h2o_e
enzyme_HB23DPGB	cplx_MONOMER_HBA	49091.5323333534	pc	HB23DPGB	23dpg_c + 4.0 hb_c --> hb4_23dpg_c
enzyme_HB23DPGB	cplx_MONOMER_HBB	50861.235107600136	pc	HB23DPGB	23dpg_c + 4.0 hb_c --> hb4_23dpg_c
enzyme_HB23DPGB	cplx_MONOMER_HBD	51002.076859460656	pc	HB23DPGB	23dpg_c + 4.0 hb_c --> hb4_23dpg_c
enzyme_HB23DPGB	cplx_MONOMER_HBE1	51355.077639905314	pc	HB23DPGB	23dpg_c + 4.0 hb_c --> hb4_23dpg_c
enzyme_HB23DPGB	cplx_MONOMER_HBG1	51170.93412625391	pc	HB23DPGB	23dpg_c + 4.0 hb_c --> hb4_23dpg_c
enzyme_HB23DPGB	cplx_MONOMER_HBG2	51166.241264815486	pc	HB23DPGB	23dpg_c + 4.0 hb_c --> hb4_23dpg_c
enzyme_HB23DPGB	cplx_MONOMER_HBM	49946.84220450603	pc	HB23DPGB	23dpg_c + 4.0 hb_c --> hb4_23dpg_c
enzyme_HB23DPGB	cplx_MONOMER_HBQ1	49689.229962569	pc	HB23DPGB	23dpg_c + 4.0 hb_c --> hb4_23dpg_c
enzyme_HB23DPGB	cplx_MONOMER_HBZ	50001.88902370881	pc	HB23DPGB	23dpg_c + 4.0 hb_c --> hb4_23dpg_c
enzyme_HB23DPGB_rev	cplx_MONOMER_HBA	49091.5323333534	pc	HB23DPGB	23dpg_c + 4.0 hb_c <-- hb4_23dpg_c
enzyme_HB23DPGB_rev	cplx_MONOMER_HBB	50861.235107600136	pc	HB23DPGB	23dpg_c + 4.0 hb_c <-- hb4_23dpg_c
enzyme_HB23DPGB_rev	cplx_MONOMER_HBD	51002.076859460656	pc	HB23DPGB	23dpg_c + 4.0 hb_c <-- hb4_23dpg_c
enzyme_HB23DPGB_rev	cplx_MONOMER_HBE1	51355.077639905314	pc	HB23DPGB	23dpg_c + 4.0 hb_c <-- hb4_23dpg_c
enzyme_HB23DPGB_rev	cplx_MONOMER_HBG1	51170.93412625391	pc	HB23DPGB	23dpg_c + 4.0 hb_c <-- hb4_23dpg_c
enzyme_HB23DPGB_rev	cplx_MONOMER_HBG2	51166.241264815486	pc	HB23DPGB	23dpg_c + 4.0 hb_c <-- hb4_23dpg_c
enzyme_HB23DPGB_rev	cplx_MONOMER_HBM	49946.84220450603	pc	HB23DPGB	23dpg_c + 4.0 hb_c <-- hb4_23dpg_c
enzyme_HB23DPGB_rev	cplx_MONOMER_HBQ1	49689.229962569	pc	HB23DPGB	23dpg_c + 4.0 hb_c <-- hb4_23dpg_c
enzyme_HB23DPGB_rev	cplx_MONOMER_HBZ	50001.88902370881	pc	HB23DPGB	23dpg_c + 4.0 hb_c <-- hb4_23dpg_c
enzyme_HBO2B1	cplx_MONOMER_HBA	49091.5323333534	pc	HBO2B1	hb_c + o2_c --> oxyhb_c
enzyme_HBO2B1	cplx_MONOMER_HBB	50861.235107600136	pc	HBO2B1	hb_c + o2_c --> oxyhb_c
enzyme_HBO2B1	cplx_MONOMER_HBD	51002.076859460656	pc	HBO2B1	hb_c + o2_c --> oxyhb_c
enzyme_HBO2B1	cplx_MONOMER_HBE1	51355.077639905314	pc	HBO2B1	hb_c + o2_c --> oxyhb_c
enzyme_HBO2B1	cplx_MONOMER_HBG1	51170.93412625391	pc	HBO2B1	hb_c + o2_c --> oxyhb_c
enzyme_HBO2B1	cplx_MONOMER_HBG2	51166.241264815486	pc	HBO2B1	hb_c + o2_c --> oxyhb_c
enzyme_HBO2B1	cplx_MONOMER_HBM	49946.84220450603	pc	HBO2B1	hb_c + o2_c --> oxyhb_c
enzyme_HBO2B1	cplx_MONOMER_HBQ1	49689.229962569	pc	HBO2B1	hb_c + o2_c --> oxyhb_c
enzyme_HBO2B1	cplx_MONOMER_HBZ	50001.88902370881	pc	HBO2B1	hb_c + o2_c --> oxyhb_c
enzyme_HBO2B1_rev	cplx_MONOMER_HBA	49091.5323333534	pc	HBO2B1	hb_c + o2_c <-- oxyhb_c
enzyme_HBO2B1_rev	cplx_MONOMER_HBB	50861.235107600136	pc	HBO2B1	hb_c + o2_c <-- oxyhb_c
enzyme_HBO2B1_rev	cplx_MONOMER_HBD	51002.076859460656	pc	HBO2B1	hb_c + o2_c <-- oxyhb_c
enzyme_HBO2B1_rev	cplx_MONOMER_HBE1	51355.077639905314	pc	HBO2B1	hb_c + o2_c <-- oxyhb_c
enzyme_HBO2B1_rev	cplx_MONOMER_HBG1	51170.93412625391	pc	HBO2B1	hb_c + o2_c <-- oxyhb_c
enzyme_HBO2B1_rev	cplx_MONOMER_HBG2	51166.241264815486	pc	HBO2B1	hb_c + o2_c <-- oxyhb_c
enzyme_HBO2B1_rev	cplx_MONOMER_HBM	49946.84220450603	pc	HBO2B1	hb_c + o2_c <-- oxyhb_c
enzyme_HBO2B1_rev	cplx_MONOMER_HBQ1	49689.229962569	pc	HBO2B1	hb_c + o2_c <-- oxyhb_c
enzyme_HBO2B1_rev	cplx_MONOMER_HBZ	50001.88902370881	pc	HBO2B1	hb_c + o2_c <-- oxyhb_c
enzyme_HBO2B2	cplx_MONOMER_HBA	49091.5323333534	pc	HBO2B2	hb_hco2_c + o2_c --> co2_c + h_c + oxyhb_c
enzyme_HBO2B2	cplx_MONOMER_HBB	50861.235107600136	pc	HBO2B2	hb_hco2_c + o2_c --> co2_c + h_c + oxyhb_c
enzyme_HBO2B2	cplx_MONOMER_HBD	51002.076859460656	pc	HBO2B2	hb_hco2_c + o2_c --> co2_c + h_c + oxyhb_c
enzyme_HBO2B2	cplx_MONOMER_HBE1	51355.077639905314	pc	HBO2B2	hb_hco2_c + o2_c --> co2_c + h_c + oxyhb_c
enzyme_HBO2B2	cplx_MONOMER_HBG1	51170.93412625391	pc	HBO2B2	hb_hco2_c + o2_c --> co2_c + h_c + oxyhb_c
enzyme_HBO2B2	cplx_MONOMER_HBG2	51166.241264815486	pc	HBO2B2	hb_hco2_c + o2_c --> co2_c + h_c + oxyhb_c
enzyme_HBO2B2	cplx_MONOMER_HBM	49946.84220450603	pc	HBO2B2	hb_hco2_c + o2_c --> co2_c + h_c + oxyhb_c
enzyme_HBO2B2	cplx_MONOMER_HBQ1	49689.229962569	pc	HBO2B2	hb_hco2_c + o2_c --> co2_c + h_c + oxyhb_c
enzyme_HBO2B2	cplx_MONOMER_HBZ	50001.88902370881	pc	HBO2B2	hb_hco2_c + o2_c --> co2_c + h_c + oxyhb_c
enzyme_HBO2B2_rev	cplx_MONOMER_HBA	49091.5323333534	pc	HBO2B2	hb_hco2_c + o2_c <-- co2_c + h_c + oxyhb_c
enzyme_HBO2B2_rev	cplx_MONOMER_HBB	50861.235107600136	pc	HBO2B2	hb_hco2_c + o2_c <-- co2_c + h_c + oxyhb_c
enzyme_HBO2B2_rev	cplx_MONOMER_HBD	51002.076859460656	pc	HBO2B2	hb_hco2_c + o2_c <-- co2_c + h_c + oxyhb_c
enzyme_HBO2B2_rev	cplx_MONOMER_HBE1	51355.077639905314	pc	HBO2B2	hb_hco2_c + o2_c <-- co2_c + h_c + oxyhb_c
enzyme_HBO2B2_rev	cplx_MONOMER_HBG1	51170.93412625391	pc	HBO2B2	hb_hco2_c + o2_c <-- co2_c + h_c + oxyhb_c
enzyme_HBO2B2_rev	cplx_MONOMER_HBG2	51166.241264815486	pc	HBO2B2	hb_hco2_c + o2_c <-- co2_c + h_c + oxyhb_c
enzyme_HBO2B2_rev	cplx_MONOMER_HBM	49946.84220450603	pc	HBO2B2	hb_hco2_c + o2_c <-- co2_c + h_c + oxyhb_c
enzyme_HBO2B2_rev	cplx_MONOMER_HBQ1	49689.229962569	pc	HBO2B2	hb_hco2_c + o2_c <-- co2_c + h_c + oxyhb_c
enzyme_HBO2B2_rev	cplx_MONOMER_HBZ	50001.88902370881	pc	HBO2B2	hb_hco2_c + o2_c <-- co2_c + h_c + oxyhb_c
enzyme_HEX1	cplx_MONOMER_HK1	204367.20204713757	pc	HEX1	atp_c + glc__D_c --> adp_c + g6p_c + h_c
enzyme_HEX1	cplx_MONOMER_HK3	199558.72130660238	pc	HEX1	atp_c + glc__D_c --> adp_c + g6p_c + h_c
enzyme_HEX1_rev	cplx_MONOMER_HK1	0	pc	HEX1	atp_c + glc__D_c <-- adp_c + g6p_c + h_c
enzyme_HEX1_rev	cplx_MONOMER_HK3	0	pc	HEX1	atp_c + glc__D_c <-- adp_c + g6p_c + h_c
enzyme_HXPRT	cplx_HOMOTETRAMER_HPRT1	198516.61349340095	pc	HXPRT	hxan_c + prpp_c --> imp_c + ppi_c
enzyme_HXPRT_rev	cplx_HOMOTETRAMER_HPRT1	0	pc	HXPRT	hxan_c + prpp_c <-- imp_c + ppi_c
enzyme_HYXNt	cplx_MONOMER_SLC29A1	119960.06003922797	pc	HYXNt	hxan_c --> hxan_e
enzyme_HYXNt	cplx_MONOMER_SLC43A3	127603.28676280024	pc	HYXNt	hxan_c --> hxan_e
enzyme_HYXNt_rev	cplx_MONOMER_SLC29A1	119960.06003922797	pc	HYXNt	hxan_c <-- hxan_e
enzyme_HYXNt_rev	cplx_MONOMER_SLC43A3	127603.28676280024	pc	HYXNt	hxan_c <-- hxan_e
enzyme_INSt	cplx_MONOMER_SLC29A1	119960.06003922797	pc	INSt	ins_c --> ins_e
enzyme_INSt_rev	cplx_MONOMER_SLC29A1	119960.06003922797	pc	INSt	ins_c <-- ins_e
enzyme_Kt1	cplx_HOMODIMER_KCNK5	216344.16544513934	pc	Kt1	k_c --> k_e
enzyme_Kt1	cplx_HOMODIMER_VDAC1	139726.1110965481	pc	Kt1	k_c --> k_e
enzyme_Kt1	cplx_HOMOHEPTAMER_PANX1	499363.9482316866	pc	Kt1	k_c --> k_e
enzyme_Kt1	cplx_HOMOTETRAMER_GRIA1	575135.910694861	pc	Kt1	k_c --> k_e
enzyme_Kt1	cplx_HOMOTETRAMER_KCNAB2	291439.7712320192	pc	Kt1	k_c --> k_e
enzyme_Kt1	cplx_HOMOTETRAMER_KCNN4	326511.1431663428	pc	Kt1	k_c --> k_e
enzyme_Kt1	cplx_HOMOTRIMER_P2RX1	251771.87903497653	pc	Kt1	k_c --> k_e
enzyme_Kt1	cplx_HOMOTRIMER_P2RX2	279693.18400577107	pc	Kt1	k_c --> k_e
enzyme_Kt1	cplx_HOMOTRIMER_P2RX7	345477.9280787266	pc	Kt1	k_c --> k_e
enzyme_Kt1	cplx_HOMOTRIMER_PIEZO1	1010097.8917458627	pc	Kt1	k_c --> k_e
enzyme_Kt1	cplx_MONOMER_SLC22A4	140753.02464106743	pc	Kt1	k_c --> k_e
enzyme_Kt1	cplx_MONOMER_TMEM109	73673.70476446862	pc	Kt1	k_c --> k_e
enzyme_Kt1_rev	cplx_HOMODIMER_KCNK5	0	pc	Kt1	k_c <-- k_e
enzyme_Kt1_rev	cplx_HOMODIMER_VDAC1	0	pc	Kt1	k_c <-- k_e
enzyme_Kt1_rev	cplx_HOMOHEPTAMER_PANX1	0	pc	Kt1	k_c <-- k_e
enzyme_Kt1_rev	cplx_HOMOTETRAMER_GRIA1	0	pc	Kt1	k_c <-- k_e
enzyme_Kt1_rev	cplx_HOMOTETRAMER_KCNAB2	0	pc	Kt1	k_c <-- k_e
enzyme_Kt1_rev	cplx_HOMOTETRAMER_KCNN4	0	pc	Kt1	k_c <-- k_e
enzyme_Kt1_rev	cplx_HOMOTRIMER_P2RX1	0	pc	Kt1	k_c <-- k_e
enzyme_Kt1_rev	cplx_HOMOTRIMER_P2RX2	0	pc	Kt1	k_c <-- k_e
enzyme_Kt1_rev	cplx_HOMOTRIMER_P2RX7	0	pc	Kt1	k_c <-- k_e
enzyme_Kt1_rev	cplx_HOMOTRIMER_PIEZO1	0	pc	Kt1	k_c <-- k_e
enzyme_Kt1_rev	cplx_MONOMER_SLC22A4	0	pc	Kt1	k_c <-- k_e
enzyme_Kt1_rev	cplx_MONOMER_TMEM109	0	pc	Kt1	k_c <-- k_e
enzyme_LDH_L	cplx_HETEROTETRAMER_LDHA_LDHB_A1B3	267871.45036272035	pc	LDH_L	h_c + nadh_c + pyr_c --> lac__L_c + nad_c
enzyme_LDH_L	cplx_HETEROTETRAMER_LDHA_LDHB_A2B2	267952.71755085245	pc	LDH_L	h_c + nadh_c + pyr_c --> lac__L_c + nad_c
enzyme_LDH_L	cplx_HETEROTETRAMER_LDHA_LDHB_A3B1	268033.9765239925	pc	LDH_L	h_c + nadh_c + pyr_c --> lac__L_c + nad_c
enzyme_LDH_L	cplx_HOMOTETRAMER_LDHA	268115.2272862907	pc	LDH_L	h_c + nadh_c + pyr_c --> lac__L_c + nad_c
enzyme_LDH_L	cplx_HOMOTETRAMER_LDHB	267790.17495544185	pc	LDH_L	h_c + nadh_c + pyr_c --> lac__L_c + nad_c
enzyme_LDH_L_rev	cplx_HETEROTETRAMER_LDHA_LDHB_A1B3	267871.45036272035	pc	LDH_L	h_c + nadh_c + pyr_c <-- lac__L_c + nad_c
enzyme_LDH_L_rev	cplx_HETEROTETRAMER_LDHA_LDHB_A2B2	267952.71755085245	pc	LDH_L	h_c + nadh_c + pyr_c <-- lac__L_c + nad_c
enzyme_LDH_L_rev	cplx_HETEROTETRAMER_LDHA_LDHB_A3B1	268033.9765239925	pc	LDH_L	h_c + nadh_c + pyr_c <-- lac__L_c + nad_c
enzyme_LDH_L_rev	cplx_HOMOTETRAMER_LDHA	268115.2272862907	pc	LDH_L	h_c + nadh_c + pyr_c <-- lac__L_c + nad_c
enzyme_LDH_L_rev	cplx_HOMOTETRAMER_LDHB	267790.17495544185	pc	LDH_L	h_c + nadh_c + pyr_c <-- lac__L_c + nad_c
