#	PubMed ID	Article/Section Title	Abstract	Language	Start Page	End Page	Journal	Volume	Issue	Year	Month	Day	Mesh IDs	Mesh terms	Authors	Reference type	Editors	Book	Publisher	IBSN	DOI	Keywords	RBC Keywords	RBC Specific
20	14175619	INCORPORATION OF FATTY ACIDS INTO PHOSPHOLIPIDS OF ERYTHROCYTE MEMBRANES.		eng	156	162	Journal of lipid research	5		1964	Apr		D000255;D000818;D002118;D002794;D003067;D003300;D003545;D004910;D004912;D005227;D054709;D050356;D008055/Q000097;D008274;D010713;D010714;D010743;D051381;D012106;D012756;D034561;D012964;D013109;D014688	Adenosine Triphosphate;Animals;Calcium;Choline;Coenzymes;Copper;Cysteine;Erythrocyte Membrane;Erythrocytes;Fatty Acids;Lecithins;Lipid Metabolism;Lipids/blood;Magnesium;Phosphatidylcholines;Phosphatidylethanolamines;Phospholipids;Rats;Research;Sheep;Sheep, Domestic;Sodium;Sphingomyelins;Venoms	OLIVEIRA MM;VAUGHAN M	Journal, Articles						ADENOSINE TRIPHOSPHATE;BLOOD LIPIDS;CALCIUM;CEPHALINS;CHOLINE;COENZYMES;COPPER;CYSTEINE;ERYTHROCYTES;EXPERIMENTAL LAB STUDY;FATTY ACIDS;LECITHINS;LIPID METABOLISM;LIPIDS;MAGNESIUM;PHOSPHOLIPIDS;RATS;SHEEP;SODIUM;SPHINGOMYELINS;VENOMS	Erythrocyte;ERYTHROCYTE	True
21	14235556	ISOLATION OF SIALIC ACID 9-PHOSPHATASE FROM HUMAN ERYTHROCYTES.		eng	PC2714	PC2716	The Journal of biological chemistry	239		1964	Aug		D001774;D002845;D004586;D004912;D005634;D006801;D019158;D009438;D010710;D010744;D012266	Blood Chemical Analysis;Chromatography;Electrophoresis;Erythrocytes;Fructose-Bisphosphate Aldolase;Humans;N-Acetylneuraminic Acid;Neuraminic Acids;Phosphates;Phosphoric Monoester Hydrolases;Ribose	JOURDIAN GW;SWANSON AL;WATSON D;ROSEMAN S	Journal, Articles						ALDOLASE;BLOOD CHEMICAL ANALYSIS;CHROMATOGRAPHY;ELECTROPHORESIS;ERYTHROCYTES;NEURAMINIC ACIDS;PHOSPHATASES;PHOSPHATES;RIBOSE	Erythrocyte;ERYTHROCYTE	True
22	14202228	THE FORMATION OF ERYTHRONIC ACID 4-PHOSPHATE FROM ERYTHROSE 4-PHOSPHATE BY GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE.		eng	111	112	Journal of biochemistry	56		1964	Jul		D002087;D003124;D004912;D005985;D005987;D010710/Q000097;D012106;D013403	Butyrates;Colorimetry;Erythrocytes;Glyceraldehyde;Glyceraldehyde-3-Phosphate Dehydrogenases;Phosphates/blood;Research;Sugar Phosphates	ISHII Y;HASHIMOTO T;MINAKAMI S;YOSHIKAWA H	Journal, Articles						BLOOD PHOSPHATES;COLORIMETRY;ERYTHROCYTES;EXPERIMENTAL LAB STUDY;GLYCERALDEHYDEPHOSPHATE DEHYDROGENASE;PHOSPHATES	ERYTHRO;Erythrocyte;ERYTHROCYTE	True
23	14217768	ENZYME ACTIVITY AS AN INDICATOR OF RED CELL AGE.		eng	21	26	Clinica chimica acta; international journal of clinical chemistry	10		1964	Jul		D001219;D002498;D004796;D004912;D004920;D005954;D005964;D006402;D007770;D010734;D012106;D013053	Aspartate Aminotransferases;Centrifugation;Clinical Enzyme Tests;Erythrocytes;Erythropoiesis;Glucosephosphate Dehydrogenase;Glucosyltransferases;Hematologic Diseases;L-Lactate Dehydrogenase;Phosphogluconate Dehydrogenase;Research;Spectrophotometry	SASS MD;VORSANGER E;SPEAR PW	Journal, Articles						ASPARTATE AMINOTRANSFERASE;CENTRIFUGATION;ENZYME TESTS;ERYTHROCYTES;ERYTHROPOIESIS;EXPERIMENTAL LAB STUDY;GLUCOSEPHOSPHATE DEHYDROGENASE;GLUCOSYLTRANSFERASES;HEMATOLOGIC DISEASES;LACTATE DEHYDROGENASE;PHOSPHOGLUCONATE DEHYDROGENASE;SPECTROPHOTOMETRY	RED CELL;Erythro;Erythrocyte;ERYTHROCYTE;ERYTHRO	True
24	14223087	INTERACTION OF GLUTATHIONE AND EPINEPHRINE WITHIN THE HUMAN RED BLOOD CELL.		eng	1075	1076	Nature	203		1964	Sep	05	D001205;D001669;D001671;D004837;D004912;D005978;D010084;D010600;D012106;D013438	Ascorbic Acid;Biochemical Phenomena;Biochemistry;Epinephrine;Erythrocytes;Glutathione;Oxidation-Reduction;Pharmacology;Research;Sulfhydryl Compounds	ROSTON S	Journal, Articles						ASCORBIC ACID;BIOCHEMISTRY;EPINEPHRINE;ERYTHROCYTES;EXPERIMENTAL LAB STUDY;GLUTATHIONE;OXIDATION-REDUCTION;PHARMACOLOGY;SULFHYDRYL COMPOUNDS	Erythrocyte;RED BLOOD CELL;ERYTHROCYTE	True
25	14317392	STEREOSPECIFICITY OF THE ENZYMIC NAD SYNTHESIS.		eng	296	299	Biochemical and biophysical research communications	19		1965	Apr	23	D002845;D004912;D008099;D008660;D009243;D009525;D009536;D009539;D051381	Chromatography;Erythrocytes;Liver;Metabolism;NAD;Niacin;Niacinamide;Nicotinic Acids;Rats	RICCI C;PALLINI V;MARTELLI P	Journal, Articles						CHROMATOGRAPHY;ERYTHROCYTES;LIVER;METABOLISM;NAD;NICOTINAMIDE;NICOTINIC ACID;RATS	Erythrocyte;ERYTHROCYTE	True
26	5853497	The presence of thymidilate kinase in human erythrocytes.		eng	512	514	Biochimica et biophysica acta	103	3	1965	Jul	15	D000818;D002417;D004912/Q000201;D006736;D006801;D066298;D009711;D010770/Q000378;D011817;D051381;D013936	Animals;Cattle;Erythrocytes/enzymology;Horses;Humans;In Vitro Techniques;Nucleotides;Phosphotransferases/metabolism;Rabbits;Rats;Thymidine	Farina MV;Polli EE;Bianchi PA	Journal, Articles							Erythrocyte;erythrocyte	True
27		Uridine-diphosphoglucose glucosyltransferase in human erythrocytes	The presence of glucosyltransferase activity in mature human erythrocytes and leukocytes has been established both by demonstration of UDP formation from UDPG, and by incorporation of [14C] glucose from UDP-[14C] glucose into glycogen. The erythrocyte and leukocyte enzymes have similar properties and both require glucose 6-P for activity. The enzyme activity per white cell is about 400 times that per red cell. The erythrocyte glucosyltransferase activities did not differ from that in the normal in two patients with hepatic glucosyltransferase deficiency and in other patients with a variety of carbohydrate abnormalities.		27	32	Clinica Chimica Acta	12	1	1965	July				Cornblath M, Steiner DF, Bryan P, King J	Journal, Article					10.1016/0009-8981(65)90104-X		red cell;erythrocyte	True
28	4285896	Nicotinamide nucleotides in the erythrocytes of patients suffering from pellagra.	1. The nicotinamide nucleotide concentrations in the erythrocytes of subjects suffering from pellagra (pellagrins) were not lower than those in normal subjects, but the ability of erythrocytes to synthesize these nucleotides in vitro was significantly lower in pellagrins. 2. The oral administration of 10g. of l-leucine daily for 5 days depressed the nicotinamide nucleotide-synthesizing ability of erythrocytes both in normal subjects and in pellagrins. This was not accompanied by changes in the nucleotide concentration in erythrocytes. 3. Quinolinic acid brought about a significant inhibition of the synthesis of nicotinamide nucleotides in vitro. Such inhibition was partially overcome by increasing the concentration of nicotinic acid in the medium.	eng	837	839	The Biochemical journal	96	3	1965	Sep		D000328;D004912/Q000378;D006801;D066298;D007930/Q000494;D009243/Q000096;D009711/Q000096;D010383/Q000378;D011725/Q000494	Adult;Erythrocytes/metabolism;Humans;In Vitro Techniques;Leucine/pharmacology;NAD/biosynthesis;Nucleotides/biosynthesis;Pellagra/metabolism;Pyridines/pharmacology	Raghuramulu N;Srikantia SG;Rao BS;Gopalan C	Journal, Articles							Erythrocyte;erythrocyte	True
29	6013089	Determination of plasma kininogen, plasma kininase and erythrocyte kininase in men with rheumatoid arthritis.		eng	179	182	Acta pharmacologica et toxicologica	24	2	1966			D000305/Q000627;D000328;D000368;D001172/Q000097;D001172/Q000188;D001920/Q000097;D004792/Q000097;D004798/Q000097;D004912/Q000201;D006046/Q000627;D006801;D006886/Q000627;D007213/Q000627;D008297;D008875;D010653/Q000627;D010770/Q000097;D012459/Q000627	Adrenal Cortex Hormones/therapeutic use;Adult;Aged;Arthritis, Rheumatoid/blood;Arthritis, Rheumatoid/drug therapy;Bradykinin/blood;Enzyme Precursors/blood;Enzymes/blood;Erythrocytes/enzymology;Gold/therapeutic use;Humans;Hydroxychloroquine/therapeutic use;Indomethacin/therapeutic use;Male;Middle Aged;Phenylbutazone/therapeutic use;Phosphotransferases/blood;Salicylates/therapeutic use	Briseid K;Dyrud OK;Rinvik SF	Journal, Articles							Erythrocyte;erythrocyte	True
30	5954916	Tetrahydrofolate-dependent enzyme activities of erythrocytes in formiminotransferase deficiency syndrome.		eng	305	310	The Tohoku journal of experimental medicine	88	4	1966	Apr	25	D002675;D004912/Q000201;D005260;D006801;D007223;D008661;D013762/Q000378;D014166/Q000378	Child, Preschool;Erythrocytes/enzymology;Female;Humans;Infant;Metabolism, Inborn Errors;Tetrahydrofolate Dehydrogenase/metabolism;Transferases/metabolism	Arakawa T;Fujii M;Hirono H	Journal, Articles							Erythrocyte;erythrocyte	True
31	5916396	Erythrocytic nucleoside diphosphokinase. 3. Studies with free and phosphorylated enzyme and evidence for an essential thiol group.		eng	3838	3844	The Journal of biological chemistry	241	16	1966	Aug	25	D001565/Q000494;D002845;D004798;D004912/Q000201;D006863;D008970;D010710/Q000378;D010770/Q000097;D013455/Q000378;D013455/Q000494	Benzoates/pharmacology;Chromatography;Enzymes;Erythrocytes/enzymology;Hydrogen-Ion Concentration;Molecular Weight;Phosphates/metabolism;Phosphotransferases/blood;Sulfur/metabolism;Sulfur/pharmacology	Mourad N;Parks RE	Journal, Articles							Erythrocyte;Erythro	True
32	4379089	Fatty acid biosynthesis in human erythrocytes: evidence in mature erythrocytes for an incomplete long chain fatty acid synthesizing system.		eng	165	172	The Journal of clinical investigation	45	2	1966	Feb		D000085/Q000378;D002262/Q000378;D003065/Q000378;D004912/Q000378;D005227/Q000096;D006801;D066298;D008025/Q000378;D009249	Acetates/metabolism;Carboxy-Lyases/metabolism;Coenzyme A/metabolism;Erythrocytes/metabolism;Fatty Acids/biosynthesis;Humans;In Vitro Techniques;Ligases/metabolism;NADP	Pittman JG;Martin DB	Journal, Articles							Erythrocyte;erythrocyte	True
33	5955239	Aminoimidazolecarboxamide ribotide (AICAR)-transformylase of erythrocytes in formiminotransferase deficiency syndrome.		eng	161	164	The Tohoku journal of experimental medicine	88	2	1966	Feb	25	D002675;D004912/Q000201;D005492/Q000378;D005561/Q000378;D006801;D007223;D008661/Q000378;D011687/Q000096;D014166/Q000378	Child, Preschool;Erythrocytes/enzymology;Folic Acid/metabolism;Formates/metabolism;Humans;Infant;Metabolism, Inborn Errors/metabolism;Purines/biosynthesis;Transferases/metabolism	Arakawa T;Hirono H	Journal, Articles							Erythrocyte;erythrocyte	True
34	5903722	Erythrocytic nucleoside diphosphokinase. II. Isolation and kinetics.		eng	271	278	The Journal of biological chemistry	241	2	1966	Jan	25	D000255;D004912/Q000201;D006150;D006801;D066298;D007700;D007770;D010770/Q000378;D011770;D015003/Q000201	Adenosine Triphosphate;Erythrocytes/enzymology;Guanine Nucleotides;Humans;In Vitro Techniques;Kinetics;L-Lactate Dehydrogenase;Phosphotransferases/metabolism;Pyruvate Kinase;Yeasts/enzymology	Mourad N;Parks RE	Journal, Articles							Erythrocyte;Erythro	True
35	5936238	The products of deoxynucleoside metabolism in human erythrocytes.		eng	233	235	Biochimica et biophysica acta	115	1	1966	Jan	25	D000079/Q000378;D000446/Q000378;D004912/Q000201;D004912/Q000378;D006801;D066298;D007773/Q000378;D009705/Q000378;D010710/Q000378	Acetaldehyde/metabolism;Aldehyde-Lyases/metabolism;Erythrocytes/enzymology;Erythrocytes/metabolism;Humans;In Vitro Techniques;Lactates/metabolism;Nucleosides/metabolism;Phosphates/metabolism	Wiley JS;Whittam R	Journal, Articles							Erythrocyte;erythrocyte	True
36	5918932	Anomeric specificity of human erythrocyte glucose-6-phosphate dehydrogenase.		eng	671	673	Proceedings of the Society for Experimental Biology and Medicine. Society for Experimental Biology and Medicine (New York, N.Y.)	122	3	1966	Jul		D004912/Q000201;D005690/Q000378;D005947/Q000378;D005954/Q000378;D006600/Q000378;D006801;D066298;D008751;D013053	Erythrocytes/enzymology;Galactose/metabolism;Glucose/metabolism;Glucosephosphate Dehydrogenase/metabolism;Hexosephosphates/metabolism;Humans;In Vitro Techniques;Methylene Blue;Spectrophotometry	Smith JE;Beutler E	Journal, Articles							Erythrocyte;erythrocyte	True
37	5910150	Investigation of erythrocyte turnover with selenium-75-labeled methionine.		eng	427	438	The Journal of laboratory and clinical medicine	67	3	1966	Mar		D000740;D001772;D001792/Q000378;D001853/Q000378;D001854;D002845;D004905;D004912/Q000502;D006452;D006454/Q000378;D006801;D066298;D007962/Q000378;D008715;D011868;D012643	Anemia;Blood Cell Count;Blood Platelets/metabolism;Bone Marrow/metabolism;Bone Marrow Cells;Chromatography;Erythrocyte Aging;Erythrocytes/physiology;Hemoglobinometry;Hemoglobins/metabolism;Humans;In Vitro Techniques;Leukocytes/metabolism;Methionine;Radioisotopes;Selenium	Penner JA	Journal, Articles							Erythrocyte;erythrocyte	True
38	4958988	Purification and properties of human erythrocyte carbonic anhydrases.		eng	5137	5149	The Journal of biological chemistry	241	21	1966	Nov	10	D000596/Q000032;D002256/Q000032;D055598;D002627;D004912/Q000201;D006454;D006801;D006863;D066298;D010648/Q000378;D014783	Amino Acids/analysis;Carbonic Anhydrases/analysis;Chemical Phenomena;Chemistry, Physical;Erythrocytes/enzymology;Hemoglobins;Humans;Hydrogen-Ion Concentration;In Vitro Techniques;Phenylacetates/metabolism;Viscosity	Armstrong JM;Myers DV;Verpoorte JA;Edsall JT	Journal, Articles							Erythrocyte;erythrocyte	True
39	4384912	Non-glycolytic sugar metabolism in human erythrocytes. I. Xylitol metabolism.		eng	184	193	Journal of biochemistry	62	2	1967	Aug		D000438/Q000097;D000438/Q000378;D002849;D002854;D004492/Q000494;D004912/Q000378;D006801;D008706/Q000378;D009243/Q000494;D009249/Q000494;D009536/Q000494;D014993/Q000378	Alcohols/blood;Alcohols/metabolism;Chromatography, Gas;Chromatography, Paper;Edetic Acid/pharmacology;Erythrocytes/metabolism;Humans;Methemoglobin/metabolism;NAD/pharmacology;NADP/pharmacology;Niacinamide/pharmacology;Xylitol/metabolism	Asakura T;Adachi K;Minagami S;Yoshikawa H	Journal, Articles							Erythrocyte;erythrocyte	True
40	6018757	Concomitant alterations of sodium flux and membrane phospholipid metabolism in red blood cells: studies in hereditary spherocytosis.	"The role of membrane phosphatides in transport processes has been investigated in red cells from splenectomized patients with hereditary spherocytosis (HS). Incorporation of inorganic (32)phosphate into the membrane phosphatides of HS red cells was approximately twice normal, coinciding with the nearly twofold increment in flux of sodium ions in the cells.A consistent, inordinate increase in specific activity of a chromatographic fraction containing phosphatidylserine provided the bulk of the over-all increase in labeling of HS red cell phosphatides. The specific activity of phosphatidic acid was increased but not consistently. Radioactivity of the ""acidic phosphatides"" (phosphatidylserine and phosphatidic acid fractions) decreased, in general, when the sodium flux was low, i.e., when the cells were suspended in media of low sodium content. When the cation flux was elevated (hypotonic media), there was a marked (ca. 35%) increase in the labeling of phosphatidylserine fractions. Normal red cells whose permeability to cations was increased by exposure to 0.5 N butanol also exhibited increased labeling of acidic phosphatides. Considerations of the stoichiometry of cation transport and phosphatide labeling make it unlikely that phospholipids act directly as carrier molecules for cations in red cell membranes. On the other hand, the involvement of these lipid substances in cation movements is substantiated by correlating several different states of sodium flux with the labeling of the phosphatidic acid and phosphatidylserine fractions."	eng	173	185	The Journal of clinical investigation	46	2	1967	Feb		D001692;D002462/Q000378;D002855;D004912/Q000378;D006801;D007477;D009995;D010042/Q000494;D010714/Q000032;D010743/Q000378;D011868;D012964/Q000378;D013103/Q000097;D013103/Q000378	Biological Transport;Cell Membrane/metabolism;Chromatography, Thin Layer;Erythrocytes/metabolism;Humans;Ions;Osmosis;Ouabain/pharmacology;Phosphatidylethanolamines/analysis;Phospholipids/metabolism;Radioisotopes;Sodium/metabolism;Spherocytosis, Hereditary/blood;Spherocytosis, Hereditary/metabolism	Jacob HS;Karnovsky ML	Journal, Articles							Erythrocyte;red blood cell;red cell	True
41	6058286	Human red cell peptidases.		eng	351	355	Nature	215	5099	1967	Jul	22	D000483;D001797;D004912/Q000201;D006801;D010447/Q000032;D010641	Alleles;Blood Protein Electrophoresis;Erythrocytes/enzymology;Humans;Peptide Hydrolases/analysis;Phenotype	Lewis WH;Harris H	Journal, Articles							Erythrocyte;red cell	True
42	6022858	Purification and some properties of inorganic pyrophosphatase from human erythrocytes.		eng	2119	2123	The Journal of biological chemistry	242	9	1967	May	10	D001565;D002845;D002850;D004798;D004912/Q000201;D006801;D066298;D007700;D008274;D011755/Q000032;D011755/Q000378;D015032	Benzoates;Chromatography;Chromatography, Gel;Enzymes;Erythrocytes/enzymology;Humans;In Vitro Techniques;Kinetics;Magnesium;Pyrophosphatases/analysis;Pyrophosphatases/metabolism;Zinc	Pynes GD;Younathan ES	Journal, Articles							Erythrocyte;erythrocyte	True
43	4383664	The uptake of amines by human erythrocytes in vitro.	1. Human erythrocytes incubated at 37 degrees C in Krebs bicarbonate solution at pH 7.5 took up 5-hydroxytryptamine, histamine and (-)-noradrenaline at slow rates which were proportional to the concentration of the amines in the medium at least up to 16 mug/ml., in accordance with a simple diffusion process.2. The initial velocity of uptake was greatest for 5-hydroxytryptamine, about 4 times less for histamine and about 20 times less for (-)-noradrenaline; (+)-noradrenaline was not taken up.3. Comparison of uptake measurements by bio-assay and by radioactivity indicated that, after 1 hr, about 10% of each amine taken up had been inactivated.4. At 2 degrees C the uptake of all three amines was greatly diminished. The presence of the antagonists cocaine, chlorpromazine, lysergic acid diethylamide, mepyramine and pronethalol (at 10(-6) or 10(-5) g/ml.) did not affect uptake of the amines.5. In the steady state the ratios of concentration of the amines between cells and medium were greater than could be accounted for by a Donnan distribution.6. Cells which had taken up amines lost most but not all of them into amine-free medium, at rates which were slower than the corresponding rates of uptake. It was concluded that the amines are partially bound in the cells, noradrenaline most and histamine least.7. The slow diffusion of amines into, and the small amounts retained by, erythrocytes indicate that they do not contribute significantly to the rapid termination of the pharmacological actions of these amines in vivo.	eng	405	418	The Journal of physiology	193	2	1967	Nov		D002247;D002746/Q000494;D003042/Q000494;D004912/Q000378;D004983/Q000494;D006632/Q000378;D006634/Q000494;D006801;D066298;D008238/Q000494;D009638/Q000378;D012701/Q000378	Carbon Isotopes;Chlorpromazine/pharmacology;Cocaine/pharmacology;Erythrocytes/metabolism;Ethanolamines/pharmacology;Histamine/metabolism;Histamine H1 Antagonists/pharmacology;Humans;In Vitro Techniques;Lysergic Acid Diethylamide/pharmacology;Norepinephrine/metabolism;Serotonin/metabolism	Born GV;Day M;Stockbridge A	Journal, Articles							Erythrocyte;erythrocyte	True
