reactions	minimum	maximum
ALAARGNaEx	0.0	2.80685038886982
ALAASNNaEx	0.0	0.8920805324021588
ALAASNex	-2.8377633336440424	2.8377633336440424
ALABt	0.0	0.1087147487069766
ALACITRNaEx	0.0	2.80685038886982
ALACYSNaEx	0.0	1.808742999109498
ALACYSex	-2.8377633336440424	2.8377633336440424
ALAGLNNaEx	0.0	0.8920805324021588
ALAGLNex	-2.8377633336440424	2.8377633336440424
ALAGLYex	-2.8377633336440424	2.8377633336440424
ALAHCYSNaEx	0.0	0.9166624667073394
ALAILEex	-2.8377633336440424	2.8377633336440424
ALALEUex	-2.8377633336440424	2.8377633336440424
ALALYSNaEx	0.0	2.80685038886982
ALAMETex	-2.8377633336440424	2.8377633336440424
ALAMMARGNaEx	0.0	2.80685038886982
ALAORNNaEx	0.0	2.80685038886982
ALAPHEex	-2.8377633336440424	2.8377633336440424
ALAPROASCT1	0.0	0.9166624667073394
ALAPROex	-2.8377633336440424	2.8377633336440424
ALASERNaEx	0.0	1.808742999109498
ALASERex	-2.8377633336440424	2.8377633336440424
ALATA_L	-1.9505824045462523	1.9505824045462523
ALATHRNaEx	0.0	1.808742999109498
ALATHRex	-2.8377633336440424	2.8377633336440424
ALATRPex	-2.8377633336440424	2.8377633336440424
ALATRS	0.0	0.0
ALATYRex	-2.8377633336440424	2.8377633336440424
ALAVALex	-2.8377633336440424	2.8377633336440424
ALAtec	-6.588534093865102	11.907662091438285
ALCD19y	-3.99364347846576	1.4996278830841514
ALCD2x	0.0	3.7129214712031033
ALDD19x	0.0	0.0
ALDD19y	0.0	0.0
ALDD20x	0.0	0.0
ALDD2x	0.0	4.057748634682489
ALDD2y	0.0	4.057748634682489
ALKP	0.0	1.7747912371446892
ALLTN	0.0	0.0
ALLTNt	0.0	1000.0
ALR2y	0.0	3.7129214712031033
ALR3y	0.0	3.7129214712031033
AMANK	0.0	1.291397896610652
AMGLSDASEa	0.0	0.0147053710452489
AMPAMD	0.0	0.0
AMPDA	0.0	0.249799389359677
AMPINSPT	0.0	0.444781282744804
AMPTASECG	0.0	2.241096060222896
ANDRSTNDNRy	-30.44502298538217	30.44502298538217
ANDRSTNDNt	-30.44502298538217	30.44502298538217
ANDRSTRNRy	0.0	0.0
ANGIO1THOP	0.0	0.0
ANGIO2ASPH	0.0	0.0
ANGIO2DDP	0.0	0.0
ANGIO3ARGH	0.0	0.0
ANGIO4DDP	0.0	0.0
ANGIO58PEP	0.0	0.0
AP4AH1	0.0	2.258753975686361
AP4ASYN	0.0	2.258753975686361
AP5AH1	0.0	0.0
AP6AH1	0.0	0.0
AP6AH2	0.0	0.0
APDPP	0.0	0.0
APRGSTRNt	-15.84414348847652	15.84414348847652
ARABR_Ly	0.0	1.2885041645749102
ARAB_Lt	-1.2885041645749102	0.0
ARACHD1112MOXy	0.0	68.17917592653689
ARACHD1415MOXy	0.0	68.17917592653689
ARACHD56MOXy	0.0	68.17917592653686
ARACHD89MOXy	0.0	68.17917592653686
ARACHDOHRI	0.0	63.62533151922876
ARACHDRO2P	0.0	63.62533151922876
ARACHDROO11AVITE1RT	0.0	63.62533151922876
ARACHDROO11AVITE1T	0.0	63.62533151922876
ARACHDROO12AVITE1RT	0.0	63.62533151922876
ARACHDROO12AVITE1T	0.0	63.62533151922876
ARACHDROO15AVITE1RT	0.0	63.62533151922876
ARACHDROO15AVITE1T	0.0	63.62533151922876
ARACHDROO5AVITE1RT	0.0	63.62533151922876
ARACHDROO5AVITE1T	0.0	63.62533151922876
ARACHDROO8AVITE1RT	0.0	63.62533151922876
ARACHDROO8AVITE1T	0.0	63.62533151922876
ARACHDROO9AVITE1RT	0.0	63.62533151922876
ARACHDROO9AVITE1T	0.0	63.62533151922876
ARDFE2	0.0	1.9723701066390145
ARDNI2	0.0	1.9723701066390145
ARGCITRtex	-2.424237068444763	3.324100460031544
ARGHIStex	-3.636355602667144	4.716256344479399
ARGLYStex	-3.636355602667144	3.2375452543804903
ARGN	0.0	1.5252928872532507
ARGORNtex	-7.272711205334288	3.872722138008331
ARGSL	0.0	0.0
ARGTRS	0.0	0.0
ARGtec	0.0	4.465860816464468
ARSDIGTHSELN	0.0	1.08421144017446
ARSGTHGTH	0.0	1.08421144017446
ARSNAGTHRD	0.0	102.7682040689756
ARSNAH2O2X1	0.0	102.7682040689756
ARSNA_Cltex	0.0	2.578680091559705
ARSNIGTH	0.0	1.0842114401744605
ARSNIt	-1.08421144017446	1.4996278830841512
ARSSELDIGTHABCte	0.0	1.084211440174458
ASCBCU2R	0.0	1000.0
ASCBCU2Re	0.0	1000.0
ASCBFE3R	0.0	1000.0
ASCBFE3Re	0.0	1000.0
ASCBO2SX	0.0	1000.0
ASCBO2SXe	0.0	1000.0
ASCBOH1R	0.0	1000.0
ASCBOH1Re	0.0	1000.0
ASCBURATERD	-1000.0	86.03656286292752
ASCBt	-1.4607530712043384	1.4607530712043308
ASNADMARGNaEx	0.0	2.80685038886982
ASNALANaEx	0.0	0.8920805324021588
ASNARGNaEx	0.0	2.80685038886982
ASNCITRNaEx	0.0	2.80685038886982
ASNCYSNaEx	0.0	0.8920805324021588
ASNCYSex	-2.8377633336440424	2.8377633336440424
ASNGLNNaEx	0.0	0.8920805324021588
ASNGLNex	-2.8377633336440424	2.8377633336440424
ASNGLYex	-2.8377633336440424	2.8377633336440424
ASNILEex	-2.8377633336440424	2.8377633336440424
ASNLEUex	-2.8377633336440424	2.8377633336440424
ASNLYSNaEx	0.0	2.80685038886982
ASNMETex	-2.8377633336440424	2.8377633336440424
ASNMMARGNaEx	0.0	2.80685038886982
ASNNaHtex	0.0	17.539349123499186
ASNORNNaEx	0.0	2.80685038886982
ASNPHEex	-2.8377633336440424	2.8377633336440424
ASNPROex	-2.8377633336440424	2.8377633336440424
ASNSERNaEx	0.0	0.8920805324021588
ASNSERex	-2.8377633336440424	2.8377633336440424
ASNTA	0.0	3.478225391594652
ASNTHRNaEx	0.0	0.8920805324021588
ASNTHRex	-2.8377633336440424	2.8377633336440424
ASNTRPex	-2.8377633336440424	2.8377633336440424
ASNTRS	0.0	0.0
ASNTYRex	-2.8377633336440424	2.8377633336440424
ASNVALex	-2.8377633336440424	2.8377633336440424
ASNtec	-7.192537343584255	13.206128983072574
ASPCT	0.0	0.0
ASPNaHKtex	0.0	0.8782884645764962
ASPTA	-0.9835037586271947	2.939014691096182
ASPTRS	0.0	0.0
ASPte	0.0	0.3783899214034209
ATPR5PT	0.0	2.71052860043615
ATPte	0.0	2.71052860043615
AVITE1RASCBR1	-86.0103912640414	63.62533151922876
AVITE1RCYTB5R	0.0	7.77534684397627
AVITE1RQ10H2R	0.0	7.679802588422003
AVITE1RQ10HR	0.0	7.679802588422003
A_MANASE	0.0	0.0
B3GALNT1c	0.0	0.0
BAMPPALDOXx	0.0	0.1087147487069766
BETALDDHx	0.0	0.6247494104860458
BHMT	0.0	0.8053728157226513
BILIREDx	0.0	0.0
BILIREDy	0.0	0.0
BILRUBABCte	0.0	0.0
BKAACPSYN1	0.0	0.0
BKAACPSYN2	0.0	0.0
BKAACPSYN3	0.0	0.0
BKAACPSYN4	0.0	0.0
BKAACPSYN5	0.0	0.0
BKAACPSYN6	0.0	0.0
BKAACPSYN7	0.0	0.0
BKAACPSYN8	0.0	0.0
BPNT	0.0	1.8070190669574333
BPNT2	0.0	0.0
BTCOAC	0.0	5.421057200872301
BUT_ACACtex	-3.449784603177339	2.0288743173412445
BUT_ACtex	-4.057748634682489	2.0288743173412445
BUT_GLYCLTtex	-4.051209671443625	4.051209671443625
BUT_PPAtex	-4.057748634682489	4.057748634682489
BUTt2r	-4.057748634682489	4.057748634682489
BZALDHx	0.0	0.0
CA2t	0.0	33.46849643405467
CAATPS1	0.0	3.684363932814217
CADPRBPH	0.0	0.0
CADPRBPHe	0.0	1000.0
CADPRIBH	0.0	2.174662490795406
CADPRIBHe	0.0	1000.0
CADPRIBtec	0.0	2.174662490795406
CAMPABCte	0.0	2.116486016064115
CAMPtec	0.0	4.184747089674239
CAT	0.0	1.6203038226716628
CCLMETHBH	0.0	38.76086065838805
CD2DMT1t	0.0	0.0537676912742454
CD2_2HCO3t	0.0	0.0537676912742454
CD2t	0.0	0.0537676912742454
CDIPT	0.0	1.8431232091124805
CDPCHOLPP	0.0	2.71052860043615
CDPETHACPP	0.0	2.71052860043615
CDS	0.0	1.8431232091124805
CFMNH	0.0	1.7535971943902946
CGMPABCte	0.0	2.116486016064115
CGMPtec	0.0	3.230665922420938
CHLP	0.0	7.810634371750151
CHLPCTD	0.0	2.71052860043615
CHLPe	0.0	18.92411127758948
CHLSTD78I	0.0	0.0
CHLSTI1	0.0	0.0
CHOLATEGTHABCte	0.0	1.1294289817247392
CHOLATEt	0.0	1.1294289817247392
CHOLD	0.0	0.6247494104860458
CHOLtec	-0.6247494104860458	7.196841604624527
CHSTEROLABCte	0.0	5.421057200872301
CHSTEROLt	-5.421057200872301	0.0
CIMPABCte	0.0	2.116486016064115
CIMPtec	0.0	3.230665922420938
CITt	-2.4843975526513	0.0
CK	0.0	1.7747912371446892
CKe	0.0	5.898726773047774
CMPACNAGA1	0.0	0.0
CMPACNAGALBSD	0.0	0.0
CMPACNAGD1B	0.0	0.0
CMPACNAGM1	0.0	0.0
CMPINSPT	0.0	0.444781282744804
CO2t	-5.174962207139282	5.174962207139282
COBALT2DMT1t	0.0	5.122286038372034
COBALT2_2HCO3t	0.0	2.2827217290479904
COBALT2te	0.0	5.122286038372034
COt	-885.6446396563773	1.9723701066390145
CPLXDL_cplx_COMPLEX_AGT_ANPEP_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_AGT_DNPEP_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_AGT_DPP3_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_AGT_PREP_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_AGT_THOP1_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_ATP6V0V1_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_C1GALT1_C1GALT1C1_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_CYB5R3_B5A_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_CYB5R3_B5B_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_FADS1_CYB5A_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_FADS1_CYB5B_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_FADS2_CYB5A_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_FADS2_CYB5B_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_HBA_CYB5A_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_HBA_CYB5B_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_HBB_CYB5A_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_HBB_CYB5B_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_HBD_CYB5A_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_HBD_CYB5B_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_HBE1_CYB5A_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_HBE1_CYB5B_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_HBG1_CYB5A_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_HBG1_CYB5B_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_HBG2_CYB5A_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_HBG2_CYB5B_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_HBM_CYB5A_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_HBM_CYB5B_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_HBQ1_CYB5A_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_HBQ1_CYB5B_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_HBZ_CYB5A_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_HBZ_CYB5B_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_LCMT1_PPP2CA_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_LCMT1_PPP2CB_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_MPST_TXNDC17_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_MPST_TXNL1_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_MPST_TXN_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_PIK3C3_ATG14_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_PPME1_PPP2CA_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_PPME1_PPP2CB_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_PRDX1_SRXN1_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_PRDX1_TXNL1_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_PRDX1_TXN_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_PRDX2_SRXN1_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_PRDX2_TXN1L_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_PRDX2_TXN_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_PRDX4_SRXN1_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_PRDX4_TXN1L_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_PRDX4_TXN_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_PRDX5_TXNL1_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_PRDX5_TXN_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_PRDX6_GLRX_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_PRDX6_GSTP1_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_PRMT5_WDR77_CLNS1A_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_RBX1_SKP1_CUL1_CAND1_NEDD8_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_RUVBL1_RUVBL2_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_SCD_CYB5A_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_SCD_CYB5B_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_SRXN1_GLRX_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_TFR2_TF_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_TFRC_TF_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_TSPO2_VDAC1_SLC25A31_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_TSPO2_VDAC1_SLC25A4_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_TSPO2_VDAC1_SLC25A5_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_TSPO2_VDAC1_SLC25A6_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_TSPO2_VDAC2_SLC25A31_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_TSPO2_VDAC2_SLC25A4_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_TSPO2_VDAC2_SLC25A5_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_TSPO2_VDAC2_SLC25A6_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_TSPO2_VDAC3_SLC25A31_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_TSPO2_VDAC3_SLC25A4_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_TSPO2_VDAC3_SLC25A5_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_TSPO2_VDAC3_SLC25A6_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_TXNRD1_TXNDC17_pc	0.0	0.0
CPLXDL_cplx_COMPLEX_TXNRD1_TXNL1_pc	0.0	0.0
