reactions	metatlas	kegg.reaction	bigg.reaction	reactome	vmhreaction	metanetx.reaction	tcdb	rhea	spontaneous	ec-code
UNK3	MAR05391	R07396			UNK3r	MNXR95923		25796	0	2.6.1.5
CAT	MAR03984	R00009	CAT;CATm;CATp;CATpp;CATr;R_CAT;R_CATm;R_CATp;R_CATpp;R_CATr		CATp	MNXR96455		20309	0	1.11.1.6
EX_hcys__L_e	MAR09853		EX_hcys__L_e		EX_hcys_L[e]	MNXR98649			0
EX_FA_hs_16_0_e	MAR00611		EX_hdca_e		EX_hdca[e]	MNXR98650			0
EX_hxan_e
EX_ins_e
EX_k_e	MAR09360		EX_k_e		EX_imp[e]	MNXR98686			0
EX_lac__D_e	MAR09136		EX_lac__D_e		EX_lac_D[e]				0
EX_lac__L_e	MAR09135		EX_lac__L_e		EX_lac_L[e]				0
EX_leuktrA4_e
EX_leuktrB4_e
EX_FA_hs_18_9Z12Z_e	MAR09035		EX_lnlc_e		EX_lnlc[e]				0
EX_mal__L_e	MAR11404		EX_mal__L_e		EX_mal_L[e]	MNXR98731			0
EX_man_e	MAR09137		EX_man_e		EX_man[e]				0
EX_mepi__L_e	MAR09371		EX_mepi_e		EX_malttr[e]				0
EX_met__L_e	MAR09372		EX_met__L_e		EX_meoh[e]	MNXR98753			0
EX_na1_e	MAR09077		EX_na1_e		EX_na1[e]				0
AHC	MAR03877	R00192	AHCi		AHC	MNXR95492		21708	0	3.3.1.1
CGMPABCte	MAR07692		CGMPt		CGMPt	MNXR96659			0
EX_nac_e	MAR09375		EX_nac_e		EX_mthgxl[e]				0
EX_ncam_e
EX_nh4_e	MAR11420		EX_nh4_e		EX_nh4[e]	MNXR98786			0
EX_normete__L_e	MAR10490		EX_normete__L_e		EX_normete_L[e]	MNXR98792			0
EX_nrpphr__L_e	MAR09379		EX_nrpphr_e;EX_nfd_e		EX_nifedipine[e];EX_nfd[e]	MNXR101962			0
CHLP	MAR08424	R06871	CHLPCTD		CHLP	MNXR96686		10492	0	3.1.3.75
CHLPCTD	MAR00638	R01890	CHLPCTD		CHLPCTD	MNXR96686		18997	0	2.7.7.15
EX_o2_e	MAR09048		EX_o2_e		EX_o2[e]				0
EX_FA_hs_18_9Z_e	MAR00650		EX_ocdcea_e		EX_ocdcea[e]	MNXR98808			0
ALDD2x	MAR01568	R00710	ALDD2x		ALDD2x	MNXR95749		25294	0	1.2.1.4;1.2.1.5
CO2t	MAR04919		CO2t		CO2t	MNXR96810			0
COt	MAR07798		COt		COt	MNXR96863			0
EX_orot_e
EX_phe__L_e	MAR09390		EX_phe__L_e		EX_perillyl[e]				0
EX_pi_e	MAR09072		EX_pi_e		EX_pi[e]				0
EX_ptrc_e	MAR11426		EX_ptrc_e		EX_ptrc[e]	MNXR98888			0
EX_pydam_e	MAR09398		EX_pydam_e		EX_prostgf2[e]				0
EX_pydx_e
EX_pydxn_e	MAR09144		EX_pydxn_e		EX_pydxn[e]	MNXR98894			0
EX_pyr_e	MAR09399		EX_pyr_e		EX_pydam[e]	MNXR98895			0
AMANK	MAR04528	R02705	AMANK		AMANK	MNXR95805		25253	0	2.7.1.60
CYStec	MAR05084		CYStec		CYStec	MNXR97029	2.A.3.3;2.A.3.8;2.A.1.44		0
AMPDA	MAR04080	R00181	AMPDA		AMPDA	MNXR95824		14777	0	3.5.4.17;3.5.4.6
AP4AH1	MAR09570	R00184	AP4AH1		AP4AH1	MNXR95857		32039	0	3.6.1.17
CYTK1	MAR08447		CYTK1		CYTDtn	MNXR97047			0
EX_ribflv_e	MAR09405		EX_ribflv_e		EX_retnglc[e]	MNXR98912			0
EX_spmd_e	MAR11427		EX_spmd_e		EX_spmd[e]	MNXR98940			0
EX_sprm_e
D_LACt2	MAR03858		D_LACt2		D_LACt2				0
ARGN	MAR03816	R00551			ARGN	MNXR95945		20569	0	3.5.3.1
EX_thm_e	MAR09159		EX_thm_e		EX_thm[e]	MNXR98974			0
EX_thmmp_e	MAR09421		EX_thmmp_e		EX_thf[e]				0
ARGtec	MAR05068		ARGt5r		ARGtD	MNXR95951	2.A.3.3;2.A.3.8;2.A.1.44		0
EX_urea_e	MAR09437		EX_urea_e		EX_ura[e]				0
EX_uri_e	MAR09075		EX_uri_e		EX_urate[e]				0
ASCBt	MAR08618		ASCBt		ASCBt	MNXR96048			0
DGULND	MAR08353	R01905	DHAPAx		DGULND	MNXR97362		11084	0
DHAAt1r	MAR08846		DHCHOLESTANATEtm		DHAAt1r	MNXR97377			0
LDPAMMT	MAR06763	R04301			DOPAMT	MNXR97752		72255	0	2.1.1.6
LDPAMt	MAR06732		DOPAtu		DOPAtu	MNXR97758	2.A.1.19.1;2.A.1.19.6;2.A.1.19.3		0
BILIREDy	MAR08634	R02393	BILIRED		BILIRED	MNXR96259		15793	0	1.5.1.30;1.3.1.24
DPGM	MAR04371	R01662			DPGM	MNXR107112		17765	0	5.4.2.1;5.4.2.4
CRNAT_16_0	MAR02626	R01923	C160CPT1		C160CPT1;C160CPT2rbc	MNXR107232;MNXR96384		12661	0	2.3.1.21
DPGase	MAR04372	R01516			DPGase	MNXR107035		21904	0	3.1.3.13
ENO	MAR04363	R00658	ENO		ENO	MNXR97932		10164	0	4.2.1.11
GTHS	MAR04326	R00497	GTHS		GTHS	MNXR100450		13557	0	6.3.2.3
GUACYC	MAR04022	R00434	GUACYC		GUACYC	MNXR100463		13665	0	4.6.1.1;4.6.1.2
GUAPRT	MAR04452	R01229	GUAPRT		GUAPRT	MNXR100409		25424	0	2.4.2.8
ETHAt	MAR07896				ETHAtr;ETHAt			32747	0
ENOPH	MAR05387	R07395	DKMPPD3		HMR_5387;DKMPPD3	MNXR126089		21700	0	3.1.3.77
ETHP	MAR00649	R06870	ETHP		ETHP	MNXR97976		16089	0	3.1.3.75
GULND	MAR06537	R01481			RE0383C	MNXR100472		14909	0	1.1.1.2
NDPK1	MAR04016	R00330	NDPK1		NDPK1	MNXR96119		27686	0	2.7.4.6
FACOAL_16_0	MAR00217	R01280	FACOAL160		FACOAL160i	MNXR99153		30751	0	6.2.1.3
FACOAL_18_9Z	MAR00263		FACOAL181		FACOAL181i	MNXR99168			0	6.2.1.3
FACOAL_18_9Z12Z	MAR00397		FACOAL1821		FACOAL1821	MNXR99175			0	6.2.1.3
H2O2t	MAR08408		H2O2t		H2O2t	MNXR98640			0
NDPK2	MAR04006	R00156	NDPK2		NDPK2	MNXR101935		25098	0	2.7.4.6
NDPK3	MAR04028	R00570	NDPK3		NDPK3	MNXR101936		25237	0	2.7.4.6
FBA	MAR08946		FBA		FATP8t	MNXR99459			0	6.2.1.-
H2Ot	MAR04885		H2Ot		H2Ot	MNXR98641		29667	0
HCO3E	MAR03955	R10092	HCO3E		H2CO3D	MNXR100482		10748	0	4.2.1.1
HCO3_Cltex	MAR06525				HCO3_CLt				0
HCYSte	MAR11313		HCYSte		HCYSte	MNXR100580			0
FAt_16_0	MAR00216		HDCAt		HDCAtr	MNXR99101	4.C.1.1.5;4.C.1.1.8		0
FE2t	MAR09197				FE2t			28486	0
FMNAT	MAR06508	R00161	FMNAT		FMNAT	MNXR95501		17237	0	2.7.7.2
HEX1	MAR04394	R00299	HEX1		HEX1	MNXR100612		17825	0	2.7.1.1;2.7.1.2;2.7.1.147
NMNAT	MAR01542		NMNAT		NMNATr	MNXR95841			0	2.7.4.6
HEX10	MAR04494	R01961	HEX10		HEX10	MNXR100613		10948	0	2.7.1.1
HEX4	MAR04490	R01326	HEX4		HEX4	MNXR95795		11028	0	2.7.1.1
HEX7	MAR04319	R00760	HEX7		HEX7	MNXR100614		16125	0	2.7.1.1
HMBS	MAR04746	R00084	HMBS		HMBS	MNXR100658		13185	0	2.5.1.61
FRUt1r	MAR04321		FRUt1r		FRUt1r	MNXR99663			0
FUM	MAR08222		FUM		FUCGALGBSIDEtg	MNXR99705			0
FUMtr	MAR09828		FUMtr		FUMtr	MNXR99715			0
NNAT	MAR04257	R03005	NNATr		NNATr	MNXR101978		22860	0	2.7.7.1;2.7.7.18
G6PDA	MAR04299	R00765	G6PDA		G6PDA	MNXR99905		12172	0	3.5.99.6
G6PDH2	MAR08971	R00835	G6PDH2c;G6PDH2r		G6PDH2c;G6PDH2r	MNXR99907		15841	0	1.1.1.49
GALK	MAR08191	R05946	GALKr		GALGT3	MNXR99985			0	2.4.1.92
HXPRT	MAR04418	R01132	HXPRT		HXPRT	MNXR100752		17973	0	2.4.2.8
PNP2	MAR04662	R02295	NP1		NP1	MNXR102011			0	2.4.2.1
GALOR	MAR08766	R01095	GALSIDEtl		GALOR	MNXR100012		37967	0	1.1.1.21
GALT	MAR08205		GALT		GALSIDEtg	MNXR100014			0
HYXNt	MAR04848		HYXNt		HYXNt	MNXR100749	2.A.57.1.4		0
NRPPHRt	MAR06241		NRPPHRtu		NRPPHRtu	MNXR102019	2.A.1.19.1		0
GALU	MAR03944	R00289	GALUi		GALU	MNXR100022		19889	0	2.7.7.9
NICHYD	MAR04252	R03346	NT5C		NT5C	MNXR102027		30935	0	3.1.3.5
Ht	MAR11318		Ht		The	MNXR100765		34979	0
GAMt1r	MAR08765		GAMt1r		GALtly	MNXR100035			0
ICDHy	MAR00710	R00267	ICDHyr		ICDHy	MNXR100781		19629	0	1.1.1.42
NTDIMP	MAR04417	R01126	NTD11		NTD11	MNXR102030		27718	0	3.1.3.5
IMPD	MAR04040	R01130	IMPD		IMPD	MNXR100830		11708	0	1.1.1.205
GAPD	MAR08227		GAPD		GAO2	MNXR100040			0
NTDUMP	MAR03970	R00963	NTD2		NTD2	MNXR102032		29359	0	3.1.3.5
NMNHYD	MAR04264				NTD5_a				0	3.1.3.5
GGLUCTC	MAR04708	R02743			r0568	MNXR105350			0	2.3.2.4
GK1	MAR04020	R00332	GK1		GK1	MNXR100144		20780	0	2.7.4.8
INSt	MAR05042		INSt		INSt	MNXR100849	2.A.57.1.4		0
KCCt	MAR05990		KCCt		KCCt	MNXR100930	2.A.30.5.1		0
L_LACt2	MAR05998		L_LACt2r		L_LACt2r		2.A.1.13.1		0
GLNS	MAR03890	R00253	GLNS		GLNS	MNXR100024		16169	0	6.3.1.2
LDH_L	MAR04388	R00703	LDH_L		LDH_L	MNXR101040		23444	0	1.1.1.27
GLUCYS	MAR04324	R00894	GLUCYS		GLUCYS	MNXR100074		13285	0	6.3.2.2
NTDAMP	MAR04010	R00183	NTD7		NTD7	MNXR102037		29375	0	3.1.3.5
GLYCt	MAR00444		GLYCt		GLYCt;GLYCTDle	MNXR100343		29675	0
LEUKTRA4t	MAR06254				LEUKTRA4t				0
LGTHL	MAR03853	R02530	LGTHL		LGTHL	MNXR100355		19069	0	4.4.1.5
GLYOX	MAR03857	R01736	GLYOX		GLYOX	MNXR100353		25245	0	3.1.2.6
NTDGMP	MAR04449	R01227	NTD9		NTD9	MNXR100381		27714	0	3.1.3.5
CRNAT_18_9Z12Z	MAR02742	R01923	LNLCCPT1		LNLCCPT1;LNLCCPT2rbc	MNXR107232		12661	0	2.3.1.21
GLY_Cl_2Nat	MAR05455		GLYt7_211_r		GLYt7_211_r		2.A.22.2.2		0
NaKt	MAR05429		NaKt			MNXR102073	3.A.3.1.1		0
FAt_18_9Z12Z	MAR00396		LNLCt		LNLCt	MNXR101107	4.C.1.1.5;4.C.1.1.8		0
GMPR	MAR04419	R01134			GMPR;r0276	MNXR100382		17185	0	1.7.1.7
O2t	MAR04896		O2t		O2t	MNXR102090			0
GMPS2	MAR04046	R01231	GMPS2		GMPS2	MNXR100384		11680	0	6.3.5.2
GND	MAR04474	R01528	GND		GND	MNXR100389		10116	0	1.1.1.44
LTA4H	MAR01080	R03057		R-HSA-266072	LTA4H	MNXR107919		22324	0	3.3.2.6;3.4.11.6
MALt	MAR09030		MALt		MAL_Lte	MNXR101367			0
FAt_18_9Z	MAR00262		OCDCEAt		OCDCEAtr	MNXR99110	4.C.1.1.5;4.C.1.1.8		0
MAN6PI	MAR04383	R00772	MAN6PI		MAN6PI	MNXR101382;MNXR106679		12356	0	5.3.1.8
MANt1r	MAR04973		MANt1r		MANt1r	MNXR101402			0
OMPDC	MAR04036	R00965	OMPDC		OMPDC	MNXR102190		11596	0	4.1.1.23
GPDDA1	MAR00635	R01030			GPDDA1			16061	0	3.1.4.2
GTHDH	MAR08620	R01108	GTHDH		GTHDH	MNXR100442		24424	0
MDH	MAR04139	R00342	MDH		MDH	MNXR101439		21432	0	1.1.1.37
GTHOy	MAR04118	R00115	GTHOr		GTHO	MNXR100098		11740	0	1.8.1.7
GTHOXABCte	MAR11312		GTHOXti2		GTHOXti2	MNXR100444			0
GTHP	MAR04116	R00274	GTHPi		GTHP	MNXR100446		16833	0	1.11.1.9;1.11.1.15
MDRPD	MAR05386	R07392			MDRPD	MNXR101445		15549	0	4.2.1.109
ME2	MAR04089	R00216	ME2		ME2	MNXR101443		18253	0	1.1.1.38;1.1.1.40
ORNDC	MAR04212	R00670			ORNDC	MNXR102209		22964	0	4.1.1.17
METAT	MAR03875	R00177	METAT		METAT	MNXR101407		21080	0	2.5.1.6
METtec	MAR05073		METtec		METtec	MNXR101493	2.A.3.3;2.A.3.8;2.A.1.44		0
ORPT	MAR04577	R01870	ORPT		ORPT	MNXR102231		10380	0	2.4.2.10
MGSA	MAR08516	R01016	MGSA		MGSA	MNXR101551		17937	0
PDX5PO	MAR04067	R00278	PDX5POi		PDX5PO	MNXR102438		15149	0	1.4.3.5
PDXPP	MAR08725	R01911	PDXPP		PDXPP	MNXR102440		25112	0	3.1.3.74
MI1345P5PP	MAR06565	R03430			MI1345PP	MNXR108164		11392	0	3.1.3.56;3.1.3.86
MI145P3K	MAR06563	R03433			MI145PK	MNXR108166		11020	0	2.7.1.127
MI145P5PP	MAR06560	R03394			MI145PP	MNXR108142		19797	0	3.1.3.56
MI1PP	MAR06540	R01185	MI1PP		MI1PP	MNXR101570		27670	0	3.1.3.25
PETHCT	MAR00651	R02038	PETHCT		PETHCT	MNXR102498		24592	0	2.7.7.14
MTAP	MAR05384	R01402	MTAP		MTAP	MNXR101745		11852	0	2.4.2.28
MTRI	MAR05385	R04420			MTRI	MNXR101759		19989	0	5.3.1.23
PFK	MAR04379	R00756	PFK		PFK	MNXR102507;MNXR106666		16109	0	2.7.1.11
NACt	MAR04989		NACt		NACDe;NACUP	MNXR101808			0
NADK	MAR04269	R00104	NADK		NADK	MNXR101882		18629	0	2.7.1.23
NADPN	MAR07627	R00119			NADPN	MNXR106397		19849	0	3.2.2.5
NADS2	MAR04260	R00257	NADS2		NADS2	MNXR97678		24384	0	6.3.5.1
PGI	MAR04381	R00771	PGI		PGI	MNXR102535;MNXR106678		11816	0	5.3.1.9
NAt	MAR01527		NAt		NAt	MNXR101804			0
NCAMt	MAR04969		NCAMUP		NCAMDe;NCAMUP	MNXR101918			0
PGK	MAR04368	R01512	PGK		PGK	MNXR102538		14801	0	2.7.2.3
GULN3D	MAR08352	R02640	GULN3D		GULN3D	MNXR100471		12889	0
PGL	MAR04625	R02035	PGL		PGL	MNXR102539		12556	0	3.1.1.31
PGM	MAR04365	R01518	PGM		PGM	MNXR102547		15901	0	5.4.2.11
PHETA1	MAR06725	R00694	PHETA1		PHETA1	MNXR102631		25152	0	2.6.1.1;2.6.1.5;2.6.1.57
PPBNGS	MAR04744	R00036	PPBNGS		PPBNGS	MNXR103095		24064	0	4.2.1.24
PPM	MAR04354	R01057	PPM		PPM	MNXR103115;MNXR106810		18793	0	5.4.2.2;5.4.2.7
PHEtec	MAR05082		PHEtec		PHEtec	MNXR102637	2.A.3.3;2.A.3.8;2.A.1.44		0
PRPPS	MAR04052	R01049	PRPPS		PRPPS	MNXR103215;MNXR106802		15609	0	2.7.6.1
PIt	MAR02351		PIt		r1423	MNXR102871		32823	0	4.2.1.1
PTRCtex2	MAR08989		PTRCtex2		PTCRTD	MNXR103339			0
PUNP3	MAR04651	R02147	PUNP3		PUNP3	MNXR103345		13233	0	2.4.2.15;2.4.2.1
PUNP5	MAR04574	R01863	PUNP5		PUNP5	MNXR103347		27646	0	2.4.2.1
PYAM5PO	MAR04069	R00277	PYAM5PO		PYAM5POr	MNXR103355		15817	0	1.4.3.5
PYDAMK	MAR04068	R02493	PYDAMK		PYDAMK	MNXR103357		25104	0	2.7.1.35
PNP	MAR08791		PNP		PNP	MNXR103048			0	2.4.2.1
PYDAMtr	MAR05010		PYDAMtr		PYDAMtr	MNXR103358		28466	0
PYDXDH	MAR08102	R01709	PYDXDH		PYDXDH	MNXR103360;MNXR107137		23724	0	1.2.3.1
PYDXK	MAR04065	R00174	PYDXK		PYDXK	MNXR103361		10224	0	2.7.1.35
PPA	MAR03977	R00004	PPA		PPA	MNXR100808		24576	0	3.6.1.1
PYDXNK	MAR04066	R01909	PYDXNK		PYDXNK	MNXR103362		25108	0	2.7.1.35
PYDXNtr	MAR04993		PYDXNtr		PYDXNtr	MNXR103364		28470	0
PYDXPP	MAR04064	R00173	PYDXPP		PYDXPP	MNXR103368		20533	0	3.1.3.74
PYDXtr	MAR04062		PYDXtr		PYDXtr	MNXR103370		28462	0
PYK	MAR04358	R00200	PYK		PYK	MNXR103371		18157	0	2.7.1.40
PYRt2	MAR04928		PYRt2		PYRt2r	MNXR103385	2.A.1.13.1	64720	0
RBFK	MAR06506	R00549	RBFK		RBFK	MNXR103429		14357	0	2.7.1.26
RPE	MAR04477	R01529	RPE		RPE	MNXR104083		13677	0	5.1.3.1
RPI	MAR04352	R01056	RPI		RPI	MNXR104084;MNXR106809		14657	0	5.3.1.6
SALMCOM	MAR06750	R02534			SALMCOM	MNXR104267		72247	0	2.1.1.6
PDEA	MAR04014	R00191	PDE1		PDE1	MNXR95886		25277	0	3.1.4.17
PMANM	MAR04385	R01818	PMANM		PMANM	MNXR101729		11140	0	5.4.2.8
SALMCOM2	MAR06746	R02920			SALMCOM2	MNXR107826		72251	0	2.1.1.6
SBTD_D2	MAR04315	R00875			SBTD_D2	MNXR104283		33031	0	1.1.1.14
SPMDtex2	MAR04994				r0944;SPMTDe	MNXR104495		35039	0
RIBFLVABCte	MAR09910		RIBFLVt3o		RIBFLVte	MNXR104032		61352	0
SPMS	MAR04075	R01920	SPMS		SPMS	MNXR95860		12721	0	2.5.1.16
SPRMS	MAR04077	R02869	SPRMS		SPRMS	MNXR96042		19973	0	2.5.1.16;2.5.1.22
SPRMt2	MAR11317		SPRMt2i		SPRMt2r	MNXR104501			0
TALA	MAR04565	R08575	TALA		TALA	MNXR104715			0	2.2.1.2
PGMT	MAR04396	R08639	PGMT		PGMT	MNXR102528;MNXR102548			0	5.4.2.2;5.4.2.5;5.4.2.6;5.2.2.2
TDP	MAR04208	R00615			TDP	MNXR104756		27998	0	3.6.1.15
THMTP	MAR04207	R00618			THMTP	MNXR104825		11744	0	3.6.1.28
THMt	MAR11320		THMtrbc		THMtrbc	MNXR104831			0
TKT1	MAR04501	R01641	TKT1		TKT1	MNXR104868;MNXR107105		10508	0	2.2.1.1
TKT2	MAR04404	R01067	TKT2		TKT2	MNXR104869;MNXR106812			0	2.2.1.1
TMDPK	MAR04204	R00619			TMDPK	MNXR104886		11576	0	2.7.6.2
TPI	MAR04391	R01015	TPI		TPI	MNXR104918		18585	0	5.3.1.1
UDPG4E	MAR04128	R00291	UDPG4E		UDPG4E	MNXR105057		22168	0	5.1.3.2
UGLT	MAR04132	R00955			UGLT	MNXR105090		13989	0	2.7.7.12
UMPK1	MAR04008	R00158	UMPK		UMPK	MNXR105118		24400	0	2.7.4.14;2.7.4.4
UPPG3S	MAR04748	R03165	UPP3S		UPP3S	MNXR105139		18965	0	4.2.1.75
UPPG3DC	MAR04750	R03197			UPPDC1	MNXR105140		19865	0	4.1.1.37
UREAt	MAR04949		UREAt		UREAt	MNXR105156	1.A.28.1.3	32799	0
URIt	MAR05035		URIt		URIt	MNXR105165	2.A.57.1.4		0
XYLK	MAR04595	R01639			XYLK	MNXR105255		10964	0	2.7.1.17
XYLTD_Dx	MAR04593	R01896			XYLTD_Dr;r0784	MNXR105262		20433	0	1.1.1.9
XYLUR_Ly	MAR04590	R01904	XYLUR		XYLUR	MNXR105265		17025	0	1.1.1.10
ARDFE2	MAR05389	R07364	DKMPPD2		HMR_5389;DKMPPD2	MNXR95227		24504	0	1.13.11.54
CDIPT	MAR08655		CDIPTr		CCA_D3tm	MNXR96527			0
CDS	MAR00121	R01799	CDS		CDS;HMR_0607	MNXR96563		16229	0	2.7.7.41
DAGK
GPAT	MAR00493				r1185				0	2.3.1.15
LPAAT
LPCLPLB
PCPLA2
PI45P5P	MAR06552	R04404			PI45P5P	MNXR102726		22764	0	3.1.3.36
PI45PLC	MAR06559	R03435			PI45PLC	MNXR108168		33179	0	3.1.4.11
PI4PLC	MAR08822		PI4PLC		PI4PLC	MNXR102790			0	3.1.4.11
PIPLC	MAR00663		PIPLC		HMR_0663;PIPLC	MNXR102851			0	3.1.4.11
PI4K	MAR06546	R03361			PIK4	MNXR102763;MNXR102843		19877	0	2.7.1.67
PI4P5K	MAR06551	R03469			PI4P5K	MNXR102789		14425	0	2.7.1.68
PI4PP	MAR06547	R03361			PI4PP	MNXR102763;MNXR102843		19877	0	3.1.3.-
PAPP	MAR00596	R02239			PPAP			27429	0	3.1.3.4
FACOAE_10_0
FACOAE_11_0
FACOAE_12_0	MAR00189				HMR_0189				0	3.1.2.2
FACOAE_13_0	MAR00193				HMR_0193				0	3.1.2.2
FACOAE_14_0	MAR00197				HMR_0197				0	3.1.2.2
FACOAE_14_5Z	MAR00210				HMR_0210				0	3.1.2.2
FACOAE_14_7Z	MAR00206				HMR_0206				0	3.1.2.2
FACOAE_14_9Z	MAR00201				HMR_0201				0	3.1.2.2
FACOAE_15_0	MAR00214				HMR_0214				0	3.1.2.2
FACOAE_16_0	MAR00223	R01274			HDCAc			16645	0	3.1.2.2
FACOAE_16_7Z	MAR00234				HMR_0234				0	3.1.2.2
FACOAE_16_9Z	MAR00230				HMR_0230				0	3.1.2.2
FACOAE_17_0	MAR00238				HMR_0238				0	3.1.2.2
FACOAE_17_10Z	MAR00242				HMR_0242				0	3.1.2.2
FACOAE_17_9Z	MAR00246				HMR_0246				0	3.1.2.2
FACOAE_18_0	MAR00250	R08174			RE0344C	MNXR99133		30139	0	3.1.2.2
FACOAE_18_11Z	MAR00260				HMR_0260				0	3.1.2.2
FACOAE_18_13Z	MAR00256				HMR_0256				0	3.1.2.2
FACOAE_18_6Z9Z	MAR00276				HMR_0276				0	3.1.2.2
FACOAE_18_6Z9Z12Z	MAR00402	R08181			HMR_0402				0	3.1.2.2
